"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex"
"ENSG00000101191.17",630.788305865259,0.360605649012329,0.130604068335323,"DIDO1","all genes",1356.15556755013,-0.219787897629943,0.110642383265414,291.791691813872,0.153812073072601,0.760114563183992,"Not_significant",-0.884043294515294,NA,NA,NA
"ENSG00000055163.20",756.971603293347,-0.397848924269967,0.131042495644822,"CYFIP2","all genes",2015.7945778469,0.121188977040929,0.476168902011786,286.156577794953,-0.262384919044986,0.426621713601261,"Not_significant",-0.882587844563705,NA,NA,NA
"ENSG00000135940.7",1272.78520655822,0.421968462708593,0.131042495644822,"COX5B","all genes",1423.86119066421,-0.273794714012812,0.099396347999824,804.411241460219,0.164479738117673,0.381194205894625,"Not_significant",-0.882587844563705,NA,NA,NA
"ENSG00000146054.18",158.49218102756,0.694458680057912,0.131401712231304,"TRIM7","all genes",330.110545816929,-0.142836488175972,0.698687136300554,75.0941770566615,0.564223601337667,0.315796344773813,"Not_significant",-0.881398975660849,NA,NA,NA
"ENSG00000171017.11",187.027489511892,0.629409982468087,0.131840839499478,"LRRC8E","all genes",379.424628941087,-0.154026624844171,0.633748340388135,90.2693886913041,0.488186196874017,0.368475638236739,"Not_significant",-0.879950040258381,NA,NA,NA
"ENSG00000163479.14",1097.2659143065,0.290331101267843,0.13188934082149,"SSR2","all genes",2386.80257250469,-0.138870521183613,0.301453231696431,503.015565776277,0.165361965780709,0.561988090539646,"Not_significant",-0.879790302326784,NA,NA,NA
"ENSG00000137942.16",704.118729084755,-0.358450055977979,0.132363654357983,"FNBP1L","all genes",2011.63331849979,0.0827772437928917,0.642161301490329,243.764990487342,-0.26262365195422,0.490228627441926,"Not_significant",-0.878231251140482,NA,NA,NA
"ENSG00000115806.13",774.87508688742,-0.376785784798751,0.132607692589749,"GORASP2","all genes",1488.21505808788,0.106353156542046,0.603024139987414,387.420983307244,-0.256311807831013,0.297249095834455,"Not_significant",-0.877431281720264,NA,NA,NA
"ENSG00000119950.21",435.876934137915,-0.578145648970999,0.132629496301791,"MXI1","all genes",1512.68942244513,-0.0634049784756238,0.807941284368682,106.985648381328,-0.626495485819773,0.115964665590277,"Not_significant",-0.877359879728066,NA,NA,NA
"ENSG00000157500.12",466.497798116487,-0.516405721907086,0.132629496301791,"APPL1","all genes",1511.7344336581,0.163129353178843,0.27189087862558,132.076780332164,-0.343761771137802,0.554924951813471,"Not_significant",-0.877359879728066,NA,NA,NA
"ENSG00000111780.8",342.54495798228,0.524937667312666,0.132661696093272,"AL021546.1","all genes",484.987670471053,-0.381735102041207,0.0670048102829599,199.781939798229,0.158384678825373,0.81878826781815,"Not_significant",-0.877254454503041,NA,NA,NA
"ENSG00000136715.18",373.622603407926,-0.463246928736377,0.132661696093272,"SAP130","all genes",636.261398636559,0.230905751345142,0.25769935743273,200.160169814291,-0.217750004763317,0.681813105947619,"Not_significant",-0.877254454503041,NA,NA,NA
"ENSG00000154217.15",216.300554126036,-0.70011062072384,0.132661696093272,"PITPNC1","all genes",676.375278727862,0.348954548585515,0.044936004259485,65.2616111431997,-0.331645846449985,0.759936101568823,"Not_significant",-0.877254454503041,NA,NA,NA
"ENSG00000156983.16",228.994084436331,-0.64449027927932,0.132713608011323,"BRPF1","all genes",683.64527030142,0.772494672966998,4.1420227594294e-08,74.4132293543183,0.138792515886683,0.93667485358083,"RNA_up",-0.877084543742747,NA,0,0
"ENSG00000284707.2",652.353736989942,0.354862718927692,0.132713608011323,"AC079781.5","all genes",1016.26442770121,-0.165416890629699,0.358863003383564,365.230064173299,0.203927437297377,0.525396480524826,"Not_significant",-0.877084543742747,NA,NA,NA
"ENSG00000143878.10",850.270095931059,0.342555540125446,0.133022997775346,"RHOB","all genes",1498.82939102014,-0.358384882338232,0.00314612246409964,447.349147298343,-0.00111215545491841,0.998660573970013,"RNA_down",-0.876073269232129,NA,0,0
"ENSG00000198258.10",961.563407437873,0.307282858512558,0.133022997775346,"UBL5","all genes",1413.60723570496,-0.223835437698254,0.106207529455625,552.16127803261,0.0985183935024442,0.805525427753979,"Not_significant",-0.876073269232129,NA,NA,NA
"ENSG00000102996.5",386.130296115385,-0.57401599080429,0.133448203804009,"MMP15","all genes",838.944731770875,0.285602260102409,0.072571934204267,177.051637874352,-0.275618820072895,0.848678405115477,"Not_significant",-0.874687267386082,NA,NA,NA
"ENSG00000065882.16",269.55143054235,-0.755279136054608,0.133571353780884,"TBC1D1","all genes",1053.05835107013,0.315199912017688,0.0273074795813696,46.8017519303751,-0.438516138490271,0.716392389996149,"Not_significant",-0.874286672315972,NA,NA,NA
"ENSG00000158435.8",419.623022974786,-0.449240238055907,0.133571353780884,"CNOT11","all genes",941.976908167948,0.346456301427453,0.0166100130180394,187.46370847872,-0.0881816510876901,0.935893382778131,"Not_significant",-0.874286672315972,NA,NA,NA
"ENSG00000215845.11",430.278311723451,0.462013166969025,0.133576757405495,"TSTD1","all genes",629.882473014641,-0.150090697821784,0.553036268248484,247.578067885101,0.32716906371325,0.28780012243761,"Not_significant",-0.874269103302735,NA,NA,NA
"ENSG00000114784.4",267.65867107594,0.581209645538305,0.13444955285976,"EIF1B","all genes",258.537251141295,-0.201901429339866,0.608698498684484,175.920231037045,0.392378048956877,0.254954661664231,"Not_significant",-0.871440637775836,NA,NA,NA
"ENSG00000258674.5",985.372611812218,0.298040113601296,0.13444955285976,"AC011448.1","all genes",1174.19909341623,-0.28418779499414,0.0397386450126511,610.867269778687,0.0283592652428647,0.964068759109316,"Not_significant",-0.871440637775836,NA,NA,NA
"ENSG00000284292.1",1377.26198670345,-0.317384589807205,0.134519842028538,"AC004922.1","all genes",4088.14307368154,-0.0828648168794756,0.581093492928879,451.629365344637,-0.386216689913989,0.0200252249626948,"Not_significant",-0.871213651364648,NA,NA,NA
"ENSG00000066027.12",428.792133975659,-0.496740466860983,0.13464855678231,"PPP2R5A","all genes",1442.938485571,0.00520449682056844,0.986149112430032,112.654504042535,-0.474643514419401,0.310921428158021,"Not_significant",-0.87079829717143,NA,NA,NA
"ENSG00000139835.14",132.899247867015,-0.7673814317326,0.13464855678231,"GRTP1","all genes",282.066675737123,0.385882200974974,0.149324444970183,62.0216107934982,-0.369416708573075,0.712165975649886,"Not_significant",-0.87079829717143,NA,NA,NA
"ENSG00000273604.2",277.17188182465,-0.643186389986961,0.13464855678231,"EPOP","all genes",1055.67075230223,0.740335132379913,1.55139006393604e-10,52.5696314799695,0.112508280144262,0.954898936726287,"RNA_up",-0.87079829717143,NA,0,0
"ENSG00000134107.5",893.717100034849,0.356774052372212,0.135498035809027,"BHLHE40","all genes",1584.99470932479,-0.397029306146458,0.000983424184637504,468.634231758747,-0.0261868749844458,0.973263572017167,"RNA_down",-0.868067000313442,NA,0,0
"ENSG00000137177.20",433.493772820963,-0.567509710527562,0.135498035809027,"KIF13A","all genes",1672.37635654421,0.335329237319592,0.00313667838708611,78.7667692499558,-0.209030204203321,0.883610602940441,"RNA_up",-0.868067000313442,NA,0,0
"ENSG00000254087.8",217.65785422827,-0.702336284677282,0.135498035809027,"LYN","all genes",527.193061314313,0.265623018453765,0.247151768838521,90.8675457276886,-0.422576889875252,0.525781889851822,"Not_significant",-0.868067000313442,NA,NA,NA
"ENSG00000188846.14",1844.33352230801,0.257642479083247,0.135987369407679,"RPL14","all genes",6435.45794327927,-0.223019630353122,0.00933497301310333,447.357139517423,0.0493939244718736,0.943715363066743,"RNA_down",-0.866501427300986,NA,0,0
"ENSG00000100612.14",682.642838687855,0.33436060229389,0.137617686082537,"DHRS7","all genes",1024.71913278024,-0.0770271944381912,0.756299392155902,388.569817116667,0.272076522307039,0.232954676106794,"Not_significant",-0.861325748698856,NA,NA,NA
"ENSG00000163348.4",366.838803031889,-0.525610593039368,0.137617686082537,"PYGO2","all genes",1196.5831118561,0.409941160375498,0.00122800419780025,102.565632424211,-0.102805344462058,0.943715363066743,"RNA_up",-0.861325748698856,NA,0,0
"ENSG00000172354.10",1173.72507952464,-0.455416453341798,0.137617686082537,"GNB2","all genes",1523.65328770394,0.304212786486142,0.0542265137815764,706.843478922397,-0.133858013835165,0.636525540244553,"Not_significant",-0.861325748698856,NA,NA,NA
"ENSG00000119705.10",836.694313286167,0.357685512866651,0.13855856495057,"SLIRP","all genes",1276.75679767979,-0.245739464373809,0.0976202772220303,472.798767991976,0.12695054787857,0.741400671916899,"Not_significant",-0.858366623286286,NA,NA,NA
"ENSG00000116273.6",225.484504509141,-0.653130415232588,0.139170890776877,"PHF13","all genes",513.444493412288,0.277945799983173,0.23463871716684,99.5059961012589,-0.361123648177609,0.585780375870903,"Not_significant",-0.85645159300844,NA,NA,NA
"ENSG00000185361.9",174.211043662402,0.694456678865717,0.139647503649225,"TNFAIP8L1","all genes",488.291788145129,-0.141208272394813,0.628054256680545,61.9243319963008,0.562868412571085,0.416169796735279,"Not_significant",-0.854966823379064,NA,NA,NA
"ENSG00000017260.19",565.91312199499,-0.394750832948606,0.13965330893534,"ATP2C1","all genes",1367.04270254371,0.185388266497668,0.205712099289858,236.943108261184,-0.192670360688644,0.712165975649886,"Not_significant",-0.854948769699214,NA,NA,NA
"ENSG00000130175.9",2092.47048571811,0.56687095219186,0.139966252734279,"PRKCSH","all genes",1451.79747967852,-0.468565537160917,0.385954059739219,1468.39702900137,0.111531074908516,0.485991680846508,"Not_significant",-0.853976664450508,NA,NA,NA
"ENSG00000174243.10",503.445604487916,0.437833486658054,0.139996618187635,"DDX23","all genes",1541.7467554091,-0.322812782000443,0.00605262156424976,157.434148347712,0.126333752927076,0.9065544473926,"RNA_down",-0.853882455180247,NA,0,0
"ENSG00000115306.16",1340.1783917489,-0.357678290006508,0.140144214243767,"SPTBN1","all genes",3670.47607386488,0.144981470231179,0.268639985255305,489.985114644266,-0.198225079623825,0.477337957124334,"Not_significant",-0.85342482707867,NA,NA,NA
"ENSG00000268083.5",854.41351484271,0.335894200782088,0.143025543552509,"AC008982.1","all genes",1104.89625884872,-0.389270756084147,0.00371140668018048,515.409915361712,-0.0396647919051607,0.951973432818649,"RNA_down",-0.844586393071775,NA,0,0
"ENSG00000156858.11",145.491495314858,-0.759596041679967,0.143697760023371,"PRR14","all genes",302.494600306452,0.617988775921192,0.00804684020462345,68.9414192579856,-0.12725761212205,0.943715363066743,"RNA_up",-0.842550001643587,NA,0,0
"ENSG00000145349.17",906.085700401236,-0.31897743736596,0.143843430151086,"CAMK2D","all genes",2335.95828963548,-0.0374206288436921,0.865726892525959,355.205302375305,-0.340732103925294,0.111697676156388,"Not_significant",-0.84210996911803,NA,NA,NA
"ENSG00000130559.19",402.220878523615,-0.528435272701927,0.144415559041488,"CAMSAP1","all genes",1477.40485069991,0.621113168638222,5.05002675422556e-09,85.2632712951651,0.107039442018874,0.944087473728021,"RNA_up",-0.840386014232827,NA,0,0
"ENSG00000130726.12",5926.34615052942,0.220025058477606,0.144415559041488,"TRIM28","all genes",6740.42061203123,-0.178817501854251,0.089569169464349,3726.78000517515,0.0558137838847923,0.731759756488747,"Not_significant",-0.840386014232827,NA,NA,NA
"ENSG00000122386.10",158.344943196006,-0.82129975403859,0.14444457415231,"ZNF205","all genes",464.830832485587,1.0072900189512,7.89599738207685e-09,52.7460775957039,0.201872961825351,0.92161501149112,"RNA_up",-0.840298767145976,NA,0,0
"ENSG00000100568.11",317.141353617261,-0.673876605351257,0.145665907778871,"VTI1B","all genes",1311.74564152388,0.204769908197369,0.153078404214037,43.1387054290134,-0.461399262595657,0.689997603378872,"Not_significant",-0.836642080323433,NA,NA,NA
"ENSG00000174695.10",863.433367278438,0.444307776401962,0.145728948816655,"TMEM167A","all genes",3582.10072476812,-0.202256425441062,0.0642866073919506,115.946747911233,0.251513421346825,0.744972966525384,"Not_significant",-0.8364541677735,NA,NA,NA
"ENSG00000142627.13",1203.29707994355,-0.276302823171561,0.145778383789725,"EPHA2","all genes",2266.41212786023,0.342553426256269,0.00084565381194295,609.098964906452,0.0804261522487337,0.857142690228097,"RNA_up",-0.836306869000386,NA,0,0
"ENSG00000109685.18",1328.42003418627,-0.377539817166424,0.147932442852941,"NSD2","all genes",5663.37474863298,0.400980952348255,8.5066831590704e-07,152.889713155384,0.0380943895533358,0.976869647033733,"RNA_up",-0.829936571054527,NA,0,0
"ENSG00000159086.15",276.404993071314,-0.56657757579995,0.148208797682794,"PAXBP1","all genes",878.007553334809,0.226374114021825,0.18014700948903,81.1641820898591,-0.328561971193953,0.700884702268755,"Not_significant",-0.829126015845976,NA,NA,NA
"ENSG00000198301.12",444.106339485894,0.41238840012952,0.148659862100574,"SDAD1","all genes",1139.36559651212,-0.130620472552635,0.480636443625478,175.135830680426,0.295982764298857,0.510421641083263,"Not_significant",-0.827806274391857,NA,NA,NA
"ENSG00000173281.5",127.926490421917,0.904014383823444,0.148873398965744,"PPP1R3B","all genes",431.501778234737,0.00771259338660242,0.987444339588657,33.4881118981895,0.917131485898398,0.265122489573038,"Not_significant",-0.827182896031965,NA,NA,NA
"ENSG00000149257.14",913.767041212402,0.326482348128604,0.148886520624483,"SERPINH1","all genes",1001.24893264744,-0.158095539415413,0.410979123282435,580.950452752324,0.182450679513145,0.419774554638246,"Not_significant",-0.827144619127569,NA,NA,NA
"ENSG00000163249.12",79.7918846759562,-1.09905773200733,0.148886520624483,"CCNYL1","all genes",257.567280958246,0.444586651924389,0.101309991545823,22.7416067876606,-0.644146035487147,0.696730538109925,"Not_significant",-0.827144619127569,NA,NA,NA
"ENSG00000163346.17",401.298707468878,0.434226131746114,0.149526422870916,"PBXIP1","all genes",556.915249246553,-0.482183988938565,0.0043262863144402,235.850552807751,-0.0335566221892501,0.974789088903082,"RNA_down",-0.825282056215324,NA,0,0
"ENSG00000196878.15",917.758230483558,0.308199866842489,0.149579172650414,"LAMB3","all genes",1370.14651971738,0.0279859467619801,0.915863747215237,523.667904113768,0.35090127565453,0.0189872295594405,"Not_significant",-0.825128873267641,NA,NA,NA
"ENSG00000198242.14",1166.29520512301,0.631344618353714,0.149929273316089,"RPL23A","all genes",5530.58064169213,-0.109939535097681,0.435845703681973,42.9015945986149,0.537639140740814,0.588497303012226,"Not_significant",-0.824113563959928,NA,NA,NA
"ENSG00000104290.11",145.625342709949,-0.900594398686193,0.150150901041625,"FZD3","all genes",561.915550716996,0.208222782759167,0.357872442930087,26.4407933428072,-0.673975113104032,0.615540632684888,"Not_significant",-0.823472057296292,NA,NA,NA
"ENSG00000122359.18",1213.78163729254,-0.27667486774076,0.150268644156071,"ANXA11","all genes",2535.36962965622,0.173302277076744,0.160016584224894,573.396167881556,-0.0891700043423551,0.836775161872041,"Not_significant",-0.823131632125415,NA,NA,NA
"ENSG00000129245.12",493.553744096863,-0.3942149081857,0.150268644156071,"FXR2","all genes",1024.56381861415,0.185266912989475,0.275749882020135,234.181648414828,-0.195935647355808,0.697515488751663,"Not_significant",-0.823131632125415,NA,NA,NA
"ENSG00000128016.7",174.438092169821,0.625650474096694,0.150822762064276,"ZFP36","all genes",361.57214062555,-0.286457327320875,0.259154681715142,82.9220375704396,0.352868958877881,0.646927740416637,"Not_significant",-0.821533110104689,NA,NA,NA
"ENSG00000175334.8",384.572436798394,0.669567736577119,0.150822762064276,"BANF1","all genes",404.158033199675,-0.475627929849918,0.0671920718525165,247.353511517661,0.207927315226043,0.65376114969049,"Not_significant",-0.821533110104689,NA,NA,NA
"ENSG00000164543.7",261.16190075954,-0.579598847555097,0.150898954415589,"STK17A","all genes",696.332945735362,0.371045367019768,0.0255804332775046,98.5865712415148,-0.19158944424959,0.873595366846217,"Not_significant",-0.821313769456441,NA,NA,NA
"ENSG00000166803.13",563.733584801604,0.409111876793514,0.150898954415589,"PCLAF","all genes",862.008156475292,-0.451513445806666,0.00191052934835942,318.243689233611,-0.0273968581798124,0.976869647033733,"RNA_down",-0.821313769456441,NA,0,0
"ENSG00000196747.4",680.181762810523,0.339156492464884,0.150898954415589,"H2AC13","all genes",1025.7028609573,-0.0196446746207088,0.950108706094988,386.419967376159,0.334178984775965,0.0879235261212156,"Not_significant",-0.821313769456441,NA,NA,NA
"ENSG00000210195.2",263.372869450646,0.756156443227118,0.150898954415589,"MT-TT","all genes",50.4068521383592,0.0912870897865552,0.937823994655944,206.7120018108,0.86962203134519,8.39886830330554e-06,"Not_significant",-0.821313769456441,NA,NA,NA
"ENSG00000164109.14",437.442371762605,0.449976924845951,0.151964292766722,"MAD2L1","all genes",1170.49254093043,-0.440384309922602,0.000435821683003288,164.589015477747,0.023384471825486,0.984272276849037,"RNA_down",-0.818258446766652,NA,0,0
"ENSG00000087152.15",414.715905235984,-0.627261695635322,0.152648840931193,"ATXN7L3","all genes",1779.41775206058,0.34552327081279,0.00146784081456961,45.8592938396629,-0.270122507893708,0.879040066312977,"RNA_up",-0.816306488968321,NA,0,0
"ENSG00000167193.8",824.067420428318,-0.369346240154685,0.152648840931193,"CRK","all genes",2900.92135421475,0.280610997572022,0.00587567317906284,195.49536037726,-0.0745968730934941,0.943715363066743,"RNA_up",-0.816306488968321,NA,0,0
"ENSG00000198742.9",364.972429162233,-0.526176916945747,0.152648840931193,"SMURF1","all genes",1062.14514318379,0.480140580712639,0.000328194972247782,123.135522564288,-0.0317877150111769,0.980949748246087,"RNA_up",-0.816306488968321,NA,0,0
"ENSG00000273734.1",1853.04919424616,0.316032010486125,0.152648840931193,"AC005258.1","all genes",1668.600281787,-0.196616298285479,0.217459287493574,1237.49928202812,0.135663362660042,0.353234855295443,"Not_significant",-0.816306488968321,NA,NA,NA
"ENSG00000157020.18",878.034026246902,0.290744290854691,0.152904851398015,"SEC13","all genes",1620.10910717794,-0.396523512822422,0.000235472272056451,450.049098012179,-0.0914830621643915,0.866190591887483,"RNA_down",-0.815578734980339,NA,0,0
"ENSG00000110660.15",494.735005011668,-0.480850980642426,0.153511066553276,"SLC35F2","all genes",1642.53360882151,0.572073615090113,1.05331973393932e-07,133.628896654488,0.108945907465334,0.934524357314166,"RNA_up",-0.81386031093741,NA,0,0
"ENSG00000148229.13",394.775288168072,0.517030421608846,0.153588794592639,"POLE3","all genes",1260.17834008677,-0.052268973144816,0.853194737606156,115.046963885095,0.477338230205082,0.269079274500079,"Not_significant",-0.813640468055166,NA,NA,NA
"ENSG00000105612.9",382.050978158959,0.505773870643732,0.154822514507998,"DNASE2","all genes",482.565527769784,-0.493629158551932,0.0126331955847689,232.37846364602,0.0274930992281489,0.979005122263953,"Not_significant",-0.810165883345684,NA,NA,NA
"ENSG00000138246.17",594.144102897788,-0.397923434780082,0.154822514507998,"DNAJC13","all genes",1736.14647488471,0.0859611955837754,0.661097474326675,199.322313686414,-0.298675488430131,0.464945968398429,"Not_significant",-0.810165883345684,NA,NA,NA
"ENSG00000204525.16",2379.93291136217,0.227975812587097,0.155146878681162,"HLA-C","all genes",3736.78110200144,-0.224393531193812,0.0311695263385101,1327.42801427764,0.0185152222297041,0.96603353006566,"Not_significant",-0.809256957335268,NA,NA,NA
"ENSG00000023191.17",844.974565197037,0.322801111862906,0.155537098072385,"RNH1","all genes",1118.0808497557,-0.0776118783245232,0.753332196035733,505.671045700402,0.260416937394203,0.161167944857539,"Not_significant",-0.808166008138429,NA,NA,NA
"ENSG00000130255.13",4103.30124579049,0.225544966905365,0.155917009662746,"RPL36","all genes",11751.3875608177,-0.0684756676026838,0.633187431219425,1416.76820225317,0.171405738479125,0.112976703675689,"Not_significant",-0.80710650315815,NA,NA,NA
"ENSG00000282988.2",3083.70530031451,0.267605370985071,0.155938253712532,"AL031777.2","all genes",2851.23833425575,-0.266925596992675,0.0227881890138944,2046.88039696835,0.0163174797218427,0.964797627757491,"Not_significant",-0.80704733357089,NA,NA,NA
"ENSG00000117151.13",169.189890923308,-0.676652264561232,0.156036587783154,"CTBS","all genes",366.187463776012,0.100084181118219,0.797447900154494,77.7913588208495,-0.56571756912383,0.329250878002467,"Not_significant",-0.806773555432473,NA,NA,NA
"ENSG00000132182.12",969.580550088886,-0.347453432139898,0.156036587783154,"NUP210","all genes",1674.54047265735,0.272077662684762,0.0439574146034741,515.650476705268,-0.0614953199585155,0.923551443879591,"Not_significant",-0.806773555432473,NA,NA,NA
"ENSG00000144485.11",185.253494415212,-0.880099818112447,0.156036587783154,"HES6","all genes",770.852594529263,0.957998133154661,6.34308515571205e-13,24.3878202445638,0.0875705245394699,0.978686728201124,"RNA_up",-0.806773555432473,NA,0,0
"ENSG00000168476.12",507.529378874173,-0.45470655993643,0.156036587783154,"REEP4","all genes",588.548535519238,0.126485452796449,0.682438661739559,317.157633296842,-0.314454225598265,0.204562599616267,"Not_significant",-0.806773555432473,NA,NA,NA
"ENSG00000187079.18",1047.09130748647,-0.33936354048608,0.156036587783154,"TEAD1","all genes",3886.67709544382,0.103844244962562,0.430424505605048,215.470007897868,-0.220726149775879,0.649672511813605,"Not_significant",-0.806773555432473,NA,NA,NA
"ENSG00000113048.16",666.726322536871,0.378889122044968,0.156161565660769,"MRPS27","all genes",1924.9110395446,-0.349912671526798,0.00172273996692891,227.700627287876,0.0439047747831546,0.967494551557305,"RNA_down",-0.806425845461041,NA,0,0
"ENSG00000088832.17",797.139377815296,0.358291483581023,0.156723260062336,"FKBP1A","all genes",1772.11682102319,-0.260599839823433,0.0421026588824917,359.15435268088,0.111710636418688,0.844363949852887,"Not_significant",-0.804866542988578,NA,NA,NA
"ENSG00000177830.18",514.403930360827,0.514182670061154,0.156908936931287,"CHID1","all genes",636.900187714657,-0.290449532813654,0.193990786230981,315.037520109731,0.237167890528331,0.468698557753899,"Not_significant",-0.804352319960481,NA,NA,NA
"ENSG00000142156.15",669.921335553969,-0.43018723916143,0.156923681700622,"COL6A1","all genes",995.554190689413,0.0874742972168963,0.759973320218383,382.718327873671,-0.328288339226647,0.10564606481962,"Not_significant",-0.804311511124282,NA,NA,NA
"ENSG00000117625.13",182.854962540294,-0.660930103132358,0.156990994569477,"RCOR3","all genes",512.616436488989,0.469856434389145,0.0069730936471396,64.8915486860788,-0.180333238231007,0.92202348127373,"RNA_up",-0.8041252591892,NA,0,0
"ENSG00000135945.10",198.411372822955,-0.70194852925223,0.157002361048303,"REV1","all genes",694.131014404808,0.454755069722975,0.00303783697243646,47.7633221410576,-0.226292456714322,0.90976672589762,"RNA_up",-0.804093816491789,NA,0,0
"ENSG00000068489.12",492.348471433926,0.399987484602177,0.157235462300197,"PRR11","all genes",1110.21021957577,-0.504267880876379,3.64996685111232e-05,219.241422001324,-0.0901994203592322,0.928974030776266,"RNA_down",-0.803449498090446,NA,0,0
"ENSG00000105176.18",355.630257555119,-0.554551014462948,0.157667708828061,"URI1","all genes",1219.02917429967,0.244560232561466,0.111762202878018,89.7603809427005,-0.298599720727047,0.725289913447258,"Not_significant",-0.80225724334688,NA,NA,NA
"ENSG00000175470.20",215.28755523834,-0.705829656359135,0.157667708828061,"PPP2R2D","all genes",802.734954231492,0.474448325374982,0.000851003206867478,43.6754046687385,-0.222923116007643,0.920061957736533,"RNA_up",-0.80225724334688,NA,0,0
"ENSG00000006695.12",126.851722450878,-0.967141061038348,0.157776005129114,"COX10","all genes",470.657849207719,0.214517917934052,0.400198640818581,26.1241349984433,-0.732389918427803,0.587655694733775,"Not_significant",-0.801959044424382,NA,NA,NA
"ENSG00000090273.14",689.69612630207,0.613112022283562,0.158270550178248,"NUDC","all genes",992.074473673696,-0.545664341701305,0.254207097189169,399.641762094533,0.0807076829149658,0.902150033772791,"Not_significant",-0.800599887948326,NA,NA,NA
"ENSG00000104093.13",288.047849378757,-0.57957321164324,0.158289157084935,"DMXL2","all genes",940.69995016538,0.109641538393896,0.644284254379267,80.3696964224418,-0.455725161012532,0.494639056886637,"Not_significant",-0.800548833586552,NA,NA,NA
"ENSG00000106105.14",1174.9223833578,0.272594298509815,0.158543029608177,"GARS1","all genes",1907.38017671087,-0.206873636028535,0.103950329045898,645.07483655036,0.0797502811223737,0.850960687482973,"Not_significant",-0.799852847104256,NA,NA,NA
"ENSG00000198055.11",385.164045419777,-0.578329527958583,0.158543029608177,"GRK6","all genes",1519.11606134927,0.68327714685339,1.56426496474129e-10,64.4871330939897,0.117675247013965,0.946798323465287,"RNA_up",-0.799852847104256,NA,0,0
"ENSG00000205268.10",159.665209737253,-0.822745264333961,0.159099184465257,"PDE7A","all genes",593.091195947885,0.544942304256884,0.000673773570372612,32.7566825524459,-0.271771868683498,0.91298961563359,"RNA_up",-0.798332046520271,NA,0,0
"ENSG00000112695.11",1332.78426635916,0.265415246462226,0.159207390472535,"COX7A2","all genes",2013.5756239783,-0.236583856643126,0.0517424945071449,756.395943543898,0.0434980026685062,0.935263520760502,"Not_significant",-0.798036776001974,NA,NA,NA
"ENSG00000179588.9",151.714789579847,-0.721288833071782,0.159298650200083,"ZFPM1","all genes",170.941478281588,1.00791136292954,0.000353208465463523,95.6682337429775,0.298920953954932,0.699919074415601,"RNA_up",-0.797787904130689,NA,0,0
"ENSG00000077312.9",765.101132656402,0.320959684461098,0.159660857217813,"SNRPA","all genes",1004.30134081963,-0.397573421879296,0.00277136531695294,459.075226854068,-0.0619743445438906,0.928974030776266,"RNA_down",-0.796801543335251,NA,0,0
"ENSG00000078747.15",1277.19471674893,-0.278130497978907,0.160771253046577,"ITCH","all genes",3578.06603696005,0.0297131264901241,0.887939524774589,453.851834982067,-0.233586687250489,0.308380544173411,"Not_significant",-0.793791603344686,NA,NA,NA
"ENSG00000157379.14",147.293542674761,0.680149826318502,0.162124129741971,"DHRS1","all genes",208.448323599937,-0.236188928785211,0.557242315696441,85.9414050202511,0.457949549591872,0.438801102575967,"Not_significant",-0.790152342129294,NA,NA,NA
"ENSG00000159363.18",544.507985063707,-0.419511383827502,0.162780158361076,"ATP13A2","all genes",1376.90963678481,0.222356145611935,0.140153227137979,217.846277742621,-0.182407499502169,0.752744106599467,"Not_significant",-0.788398533350103,NA,NA,NA
"ENSG00000074071.14",619.670834090639,0.397269243467771,0.162966388966307,"MRPS34","all genes",960.920007225116,-0.279407373470318,0.0862371846764199,347.64749627527,0.13280989309824,0.787516006434578,"Not_significant",-0.787901957508004,NA,NA,NA
"ENSG00000102309.15",75.1044679771403,-1.03494164974985,0.16299602690355,"PIN4","all genes",207.410554853688,-0.180687549954672,0.687346064085353,27.1606979289822,-1.19860409318053,0.154072432965918,"Not_significant",-0.787822981576986,NA,NA,NA
"ENSG00000159377.11",2036.14409865614,0.262925778696909,0.162997721380233,"PSMB4","all genes",3456.74075344021,-0.308741699198081,0.00270324016971393,1093.00355142598,-0.0305886288399443,0.943877379873474,"RNA_down",-0.787818466754988,NA,0,0
"ENSG00000263809.1",1075.15937903218,0.412133215112211,0.163050806097232,"AC135178.3","all genes",4508.22822706826,-0.106672842388516,0.455512097383562,136.506143954687,0.31996563272396,0.547196333864884,"Not_significant",-0.787677049769927,NA,NA,NA
"ENSG00000172428.11",347.046385874802,0.49939112651563,0.163420953506072,"COPS9","all genes",614.417398926568,-0.176223103789697,0.471335341885145,182.208840220579,0.337236572186429,0.397662560320433,"Not_significant",-0.786692259868184,NA,NA,NA
"ENSG00000256100.1",972.981239357835,0.374018365977043,0.163420953506072,"AP000721.1","all genes",309.399743757917,-0.302091684009428,0.305034311832516,742.847937811142,0.0924255535305204,0.766698391757025,"Not_significant",-0.786692259868184,NA,NA,NA
"ENSG00000005810.18",542.329473872396,-0.408450517222862,0.163949583573568,"MYCBP2","all genes",1651.63855957729,0.0617598911407146,0.778557983590504,170.960872720625,-0.329884627248591,0.454009875403043,"Not_significant",-0.785289682086603,NA,NA,NA
