"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","five_cds_iaa_dmso","five_cds_IAA3Y_IAA3XWT","Tx_class"
"ENSG00000136111.14",731.861217386919,-0.492188989276637,0.0397632917715127,"TBC1D4","all genes",1662.9727519765,0.296410610205879,0.0268363945065489,321.596929469756,-0.188135728414488,0.81992966365935,"TE_down",-1.40051767007382,NA,NA,NA,0.562778876287002,-0.447416938647852,"TE_down"
"ENSG00000185650.10",1089.08749970389,0.422854053920709,0.0397632917715127,"ZFP36L1","all genes",1188.28644793977,-0.0373133081859512,0.904387668171241,791.42867759121,0.392735995619618,0.00180524392554331,"TE_up",-1.40051767007382,NA,NA,0,0.37921098617312,-0.601176857106409,"TE_up"
"ENSG00000120685.20",184.664315918217,-0.8161215678646,0.0399883034133918,"PROSER1","all genes",389.360414956059,0.28146098079301,0.266840183662218,88.4793227276166,-0.52457988107625,0.526957971325669,"TE_down",-1.39806702131865,NA,NA,NA,1.56650589174978,-0.123289059142978,"TE_down"
"ENSG00000122406.14",3721.52606116483,0.392522579161365,0.0410644576303014,"RPL5","all genes",13258.8054549121,-0.235445507027451,0.019324877386259,468.848237535587,0.163979686016792,0.808219224930662,"TE_up",-1.38653390885816,NA,NA,0,0.377820833746349,-0.146180338550604,"TE_up"
"ENSG00000063244.12",866.112650084622,0.491321395701927,0.0410833743737904,"U2AF2","all genes",1024.57077090696,-0.270717447813887,0.140849144540566,610.032580177944,0.227647560446444,0.407387229936394,"TE_up",-1.38633389292938,NA,NA,0,-0.0681820245597189,0.223408729841533,"TE_up"
"ENSG00000151239.13",340.441769984978,-0.733920837534744,0.0410833743737904,"TWF1","all genes",1092.74996024152,0.197809003409058,0.24872468590614,72.0317882661053,-0.531699313192488,0.596538635318241,"TE_down",-1.38633389292938,NA,NA,NA,1.38490126589282,0.184704427493559,"TE_down"
"ENSG00000115020.17",339.818435289285,-0.716619715263973,0.0411209645954523,"PIKFYVE","all genes",1067.84038028538,0.213136329771296,0.202036441288562,77.4620550530675,-0.501001874711788,0.6166179493198,"TE_down",-1.38593670642599,NA,NA,NA,-0.808967389483985,0.61615712232475,"TE_down"
"ENSG00000177971.8",258.899292615111,0.707270584477998,0.0412030984887566,"IMP3","all genes",183.060217619247,-0.0492792717646097,0.942959931475605,212.334563513073,0.666546459320354,0.008583214417972,"TE_up",-1.38507012362776,NA,NA,0,0.111228496942268,-0.0399638563883522,"TE_up"
"ENSG00000109436.8",131.097397026205,-1.20325832653942,0.042246615321842,"TBC1D9","all genes",440.653664766754,0.409682669480561,0.0403799355627104,22.9038940329499,-0.794004786591687,0.743560150426707,"TE_down",-1.37420807975404,NA,NA,NA,1.58893987904958,2.15352894767601,"TE_down"
"ENSG00000125166.13",654.411282639344,0.466938724557257,0.0425529028112721,"GOT2","all genes",806.420958726354,-0.451599568037712,0.0021746551188936,453.019717434309,0.0224353432333171,0.996559881295918,"TE_up",-1.37107080850731,NA,NA,0,0.0854113152357553,0.241267010984348,"TE_up"
"ENSG00000205476.9",87.7448239727084,-1.16020252687158,0.0425619620998671,"CCDC85C","all genes",209.022557228578,0.992634541221511,5.39759131312606e-05,36.2014853513746,-0.16405841309933,0.989860809722122,"TE_down",-1.3709783593431,NA,NA,NA,0.33956792622841,-0.0422370040527258,"TE_down"
"ENSG00000130821.16",257.095019486396,-0.844982136125279,0.0427649816795745,"SLC6A8","all genes",840.610245211475,0.478881744612708,0.000614587901327159,50.6513771477115,-0.365033978582641,0.903102046478586,"TE_down",-1.36891170968563,NA,NA,NA,0.478176757251945,0.26516225962696,"TE_down"
"ENSG00000095319.14",1096.68386996773,0.419348593315717,0.0432911616455321,"NUP188","all genes",1985.11511556111,-0.269295776510276,0.0470143057081624,605.26531667598,0.156941759241688,0.726671243015842,"TE_up",-1.3636007604683,NA,NA,0,0.687238040514781,-0.804717718617403,"TE_up"
"ENSG00000169258.7",256.357427782211,0.75276986574756,0.0438855912743255,"GPRIN1","all genes",746.113611294862,0.177400424350085,0.409242477169328,72.9443535191713,0.942660618923121,0.0589743496101702,"TE_up",-1.35767804598127,NA,NA,0,-0.214075437331141,-0.499320095095186,"TE_up"
"ENSG00000100297.16",1077.51341611427,0.409788568589135,0.0441066208616321,"MCM5","all genes",1621.4983839383,-0.319791055473638,0.0110775984275931,674.573422570791,0.0970471771164704,0.911792857845024,"TE_up",-1.35549621352882,NA,NA,0,-0.174054726226278,0.139442724305084,"TE_up"
"ENSG00000175166.17",2127.69143413751,0.394192254562842,0.0441066208616321,"PSMD2","all genes",4014.94158518057,-0.359756669218112,0.00231214351257755,1134.44776453096,0.0418808743412132,0.980732438074702,"TE_up",-1.35549621352882,NA,NA,0,-1.13695037898773,-1.13706245441579,"TE_up"
"ENSG00000177731.16",1445.42655043534,0.408545171883436,0.0441066208616321,"FLII","all genes",2632.73644153544,-0.316098374070183,0.0106754627119167,793.738549087162,0.0990938967332135,0.879683994242172,"TE_up",-1.35549621352882,NA,NA,0,0.0285379099734794,0.185649356990795,"TE_up"
"ENSG00000116237.16",317.259226731264,-0.699959654143004,0.0448163562941289,"ICMT","all genes",934.533618514067,0.527848403491701,7.6511318851265e-05,87.4854057423972,-0.170725501161919,0.971418706744454,"TE_down",-1.34856345582596,NA,NA,NA,0.0283276498837197,1.22461024658627,"TE_down"
"ENSG00000143515.18",248.626040112045,-1.00633937557387,0.0459311080294776,"ATP8B2","all genes",884.041851114044,0.00745429614028599,0.985386599002844,31.7086221801327,-0.982306083090714,0.414771600844834,"TE_down",-1.3378930776545,NA,NA,NA,1.10921861843437,0.254186503915268,"TE_down"
"ENSG00000135093.13",93.0341002446532,-1.05909294278523,0.0459826884493086,"USP30","all genes",184.989867984727,0.64129786482619,0.0234269028406925,47.2897217953636,-0.407479787786393,0.874221158386471,"TE_down",-1.33740564062292,NA,NA,NA,-1.89592754585231,1.70792993131321,"TE_down"
"ENSG00000111907.21",178.276576808239,-0.812931736218729,0.0461478939807994,"TPD52L1","all genes",389.063492741909,0.275137890748369,0.271304191025415,82.2129154880116,-0.531079944166789,0.562157805135726,"TE_down",-1.33584811377973,NA,NA,NA,0.832430354993692,-0.000240308993791156,"TE_down"
"ENSG00000104964.14",715.5688570302,-0.474004576022537,0.0463138062623816,"TLE5","all genes",1366.00101592065,0.271093394467941,0.0777239197419365,377.589317080841,-0.195739810386861,0.732798266305001,"TE_down",-1.33428952540169,NA,NA,NA,0.380945406241204,-0.425984593998135,"TE_down"
"ENSG00000154518.9",1665.85397063616,0.361489291949794,0.0463138062623816,"ATP5MC3","all genes",2427.36661047949,-0.219703123431069,0.0808381493040623,1062.23260780161,0.149009023305208,0.561492622373214,"TE_up",-1.33428952540169,NA,NA,0,-0.0481143338073003,0.0955929627095065,"TE_up"
"ENSG00000141562.18",316.919182112435,-0.682395227989156,0.0465003112491872,"NARF","all genes",875.033126457232,0.112072055989264,0.658535477709369,101.60094371068,-0.563914630699218,0.375639875311514,"TE_down",-1.33254414015624,NA,NA,NA,0.728236654561654,-1.33081488122243,"TE_down"
"ENSG00000067704.10",870.777292266414,-0.460314975517861,0.0477788223901525,"IARS2","all genes",2203.97323548666,0.0954636752489048,0.603818782354259,327.862779301914,-0.35971336292599,0.263190069422319,"TE_down",-1.3207645585577,NA,NA,NA,0.352316693267923,0.591199849811172,"TE_down"
"ENSG00000047365.12",202.790378744257,-1.11140178671308,0.0478956767787298,"ARAP2","all genes",738.032046192594,0.856461340353587,2.93287349431891e-10,21.7178809922879,-0.23180286449034,0.989860809722122,"TE_down",-1.31970368566427,NA,NA,NA,NA,-0.459431618637297,"TE_down"
"ENSG00000110697.13",263.185524285521,-0.978563040090221,0.0483986489464834,"PITPNM1","all genes",948.614342064677,0.705922428241379,7.55413355824327e-08,30.4215131270736,-0.281698690338676,0.971418706744454,"TE_down",-1.31516676156378,NA,NA,NA,0.284303022587445,0.779135048410146,"TE_down"
"ENSG00000125651.14",589.686820074005,0.477143689549755,0.0483986489464834,"GTF2F1","all genes",929.108510043735,-0.473269228414547,0.00059428575802081,359.033574826866,0.0110151427102575,0.999041873733936,"TE_up",-1.31516676156378,NA,NA,0,0.311145834035016,0.167135280222117,"TE_up"
"ENSG00000179218.13",7747.06537310254,0.270909742510718,0.0483986489464834,"CALR","all genes",9936.33919737209,-0.458003776216531,1.01418462107299e-08,5267.69689249662,-0.179754470691377,0.000342585239858851,"TE_up",-1.31516676156378,NA,NA,0,-0.167491387336877,-0.0238485996285324,"TE_up"
"ENSG00000188186.10",348.931681356312,0.596134429518186,0.0484587559709962,"LAMTOR4","all genes",496.11538267341,-0.1369076983055,0.657505536563725,225.531002218342,0.464917892704276,0.174477994140191,"TE_up",-1.31462773922589,NA,NA,0,-0.224293507886026,-0.461545125822597,"TE_up"
"ENSG00000134851.13",255.001454895892,-0.694969239962221,0.0488298349131621,"TMEM165","all genes",569.659499539415,0.170858955922098,0.513159784483221,114.406869150202,-0.517744294611084,0.387335431663905,"TE_down",-1.31131474400226,NA,NA,NA,0.341247448607316,0.396114405101908,"TE_down"
"ENSG00000166224.17",620.002246010699,-0.514206046362546,0.0488991860992855,"SGPL1","all genes",1442.16487405728,0.296752711649728,0.0316752582840176,264.328504577518,-0.212163508036709,0.815436180085,"TE_down",-1.31069836941484,NA,NA,NA,0.381696376597572,-0.402485349327441,"TE_down"
"ENSG00000129636.13",338.385380056051,-0.645308993977257,0.0489807148150017,"ITFG1","all genes",843.061479767521,-0.0108419450758619,0.979035449919951,130.652141005216,-0.65123585580322,0.119449044526528,"TE_down",-1.30997488115607,NA,NA,NA,-0.0102828116418598,0.0804305282777205,"TE_down"
"ENSG00000166145.14",728.986863482949,-0.459042183780251,0.0492464477434657,"SPINT1","all genes",923.969145803618,0.0338280599979584,0.918212441620781,498.259587502747,-0.418601971817614,0.0214528250459643,"TE_down",-1.30762509066992,NA,NA,NA,1.10332662123867,-0.888503801804942,"TE_down"
"ENSG00000204590.12",619.567689281703,-0.495001958314394,0.0498273455131065,"GNL1","all genes",1629.38750126938,0.152743295534787,0.355017568088058,218.401051749871,-0.33580863172795,0.493157783499188,"TE_down",-1.3025322486852,NA,NA,NA,0.258284964272462,0.606072575141162,"TE_down"
"ENSG00000139644.13",3148.14150640441,0.323824313063794,0.050125269706608,"TMBIM6","all genes",3355.79870991755,-0.193820321500431,0.126723174551452,2306.71539966646,0.136719106709982,0.27066671763636,"Not_significant",-1.29994327757822,NA,NA,NA,-0.152803601616904,-0.00742310678476363,"Not_significant"
"ENSG00000145016.16",151.87046008991,-0.926600310645444,0.0502975645977811,"RUBCN","all genes",441.701641494574,0.700461639879585,3.79683129679126e-05,43.2463904205793,-0.216440826389203,0.979383385308348,"RNA_up",-1.29845304292322,NA,0,0,0.801928813819563,0.647503484383923,"RNA_up"
"ENSG00000007392.16",119.734315058356,0.920181633099325,0.0507107352550019,"LUC7L","all genes",186.184007971196,-0.484344293766633,0.121234261326365,73.5131684506596,0.441141787689694,0.738965277004334,"Not_significant",-1.29490009257034,NA,NA,NA,0.340649720606271,-0.0700576253326185,"Not_significant"
"ENSG00000036257.13",657.328062911672,-0.479976400402594,0.0507107352550019,"CUL3","all genes",1528.3616922448,0.0930515049905075,0.667431599930555,280.389020794241,-0.38043831680754,0.247963084126096,"Not_significant",-1.29490009257034,NA,NA,NA,0.771966887517563,0.297749293920386,"Not_significant"
"ENSG00000092148.13",1823.07595068304,-0.388922032980216,0.0507107352550019,"HECTD1","all genes",5515.61077368554,0.173837538415737,0.140660328693105,467.498428701044,-0.20700040399577,0.624079954690695,"Not_significant",-1.29490009257034,NA,NA,NA,0.640117580556369,0.123201031812738,"Not_significant"
"ENSG00000161204.11",423.974685721969,0.549295882685362,0.0507107352550019,"ABCF3","all genes",659.085563486992,-0.408856782371894,0.0186475078110529,260.321449210377,0.147028816881633,0.916638098406089,"Not_significant",-1.29490009257034,NA,NA,NA,0.443201588918937,-0.129254630370662,"Not_significant"
"ENSG00000084623.11",1964.90404232118,0.334766896243287,0.0512916957879994,"EIF3I","all genes",3598.34378124949,-0.248770319577788,0.0233462655121094,1074.24467703541,0.0930200472832412,0.85665520834704,"Not_significant",-1.28995294220553,NA,NA,NA,-0.239681700983698,0.0915777587676675,"Not_significant"
"ENSG00000148400.12",320.369457994028,-0.63475861821039,0.0512916957879994,"NOTCH1","all genes",508.477350540142,0.454845683536711,0.0225898081426224,194.096974245845,-0.173962213285377,0.911823777674907,"Not_significant",-1.28995294220553,NA,NA,NA,-0.29782215130666,1.03550586997819,"Not_significant"
"ENSG00000168453.15",184.959409403206,-1.08285611076335,0.0514804697620511,"HR","all genes",652.923659304032,0.54833950827226,0.000275371564699898,24.7270630570756,-0.543452964858627,0.89009699370804,"RNA_up",-1.2883574987891,NA,0,0,0.282399730700725,0.154772776209765,"RNA_up"
"ENSG00000278677.1",1762.06496850103,0.399286497148917,0.051539026598932,"H2AC17","all genes",2156.96877453304,-0.356889224306881,0.00518623923378621,1223.28193167872,0.0497962703398304,0.970335414750599,"RNA_down",-1.28786378808827,NA,0,0,NA,NA,"RNA_down"
"ENSG00000160917.15",161.543460078794,-0.818967086741747,0.0518669700972248,"CPSF4","all genes",353.703546224448,0.878781230280251,1.86505196116967e-06,74.2299285223085,0.0684994517103911,0.993551561504791,"RNA_up",-1.2851091213623,NA,0,0,-0.144101768091015,0.0161378133618265,"RNA_up"
"ENSG00000100426.7",178.73267002959,-1.05345411915755,0.0519953497175671,"ZBED4","all genes",612.202956729216,0.646717692460547,0.000118153093987354,28.4490115207693,-0.388091875899148,0.943658066641085,"RNA_up",-1.28403549640962,NA,0,0,1.20020712396905,-0.331052829262445,"RNA_up"
"ENSG00000109265.14",122.522502805518,-1.0893115324448,0.0521558696080781,"CRACD","all genes",363.344801225272,0.133325118674149,0.717447688829591,33.1834657031413,-0.950798082861193,0.442708129680815,"Not_significant",-1.28269680909835,NA,NA,NA,0.558490289359965,0.566489840649678,"Not_significant"
"ENSG00000116906.13",338.937338867007,-0.716349465098227,0.0522121020378504,"GNPAT","all genes",1065.24793098947,-0.00664404747069213,0.985891812081171,77.2249511022583,-0.721803749298371,0.276536529018879,"Not_significant",-1.28222882191929,NA,NA,NA,0.96325775281267,-0.425254503319209,"Not_significant"
"ENSG00000132361.17",656.94120092189,-0.45733783214007,0.0533075937462201,"CLUH","all genes",1202.48318862319,0.682547641863209,3.45388218139693e-09,359.253080400656,0.231524377020803,0.6166179493198,"RNA_up",-1.27321092067001,NA,0,0,-0.0555452959022009,1.05496740747609,"RNA_up"
"ENSG00000174738.13",708.753335270324,-0.474861122342838,0.0533075937462201,"NR1D2","all genes",1877.11140548653,0.2811968923443,0.0237725643299829,246.641429012651,-0.188432807506552,0.865783197685094,"Not_significant",-1.27321092067001,NA,NA,NA,0.979447524503205,0.161949909124127,"Not_significant"
"ENSG00000197746.14",2360.37059484943,0.332730113614137,0.0533075937462201,"PSAP","all genes",2540.92071000804,-0.190477959121222,0.166339405268671,1723.44313381971,0.148979100295175,0.293738352081696,"Not_significant",-1.27321092067001,NA,NA,NA,-0.294238846236653,-0.0738454752106199,"Not_significant"
"ENSG00000107263.18",351.820479990573,-0.835531958953294,0.053493278614205,"RAPGEF1","all genes",1274.39007920939,0.690212247307714,9.70151939376042e-10,39.150180830011,-0.136213379904335,0.989860809722122,"RNA_up",-1.27170078328985,NA,0,0,0.537193821644779,0.167215937808345,"RNA_up"
"ENSG00000136717.15",171.083037165544,-0.820736020753274,0.0535911555136039,"BIN1","all genes",431.740377325736,0.486336955759736,0.011637195274859,64.7213204496246,-0.326385948779587,0.89009699370804,"Not_significant",-1.27090687875091,NA,NA,NA,1.15768287891158,0.0734770121980056,"Not_significant"
"ENSG00000075711.21",452.535756851176,-0.576141326814272,0.0536727960283389,"DLG1","all genes",1291.6020374932,0.177737335505701,0.29681505147822,134.865901011754,-0.38857505553808,0.588404323587947,"Not_significant",-1.2702457800055,NA,NA,NA,0.524701221598288,-0.0484631859464578,"Not_significant"
"ENSG00000197457.10",184.457314995265,0.737479903497804,0.0536727960283389,"STMN3","all genes",204.702460777754,-0.153595979802513,0.741911755459253,133.225814221188,0.591079859873703,0.16899636667684,"Not_significant",-1.2702457800055,NA,NA,NA,0.412326943143191,-0.140342782162662,"Not_significant"
"ENSG00000135390.20",936.69407955961,0.397915888491515,0.0538550313103607,"ATP5MC2","all genes",1570.23281934593,-0.197874540732473,0.181756412503514,547.40372885456,0.207085709500287,0.521460786072694,"Not_significant",-1.26877371728234,NA,NA,NA,0.444926450332268,-0.115817662326796,"Not_significant"
"ENSG00000124614.16",1221.84799663625,0.839171704845858,0.0539116017741364,"RPS10","all genes",4839.07487064469,-0.117879469715504,0.489334480370008,35.8323495973805,0.701418116769211,0.693715630709402,"Not_significant",-1.26831776460367,NA,NA,NA,-0.248463036852448,0.237770233655513,"Not_significant"
"ENSG00000114648.12",120.70466041118,0.912214339950374,0.053951113664443,"KLHL18","all genes",202.103244134687,-0.201169942314337,0.638366130312598,70.6231842192971,0.715904580425484,0.309186012850594,"Not_significant",-1.26799958613713,NA,NA,NA,-0.782655673014095,-0.79624296693738,"Not_significant"
"ENSG00000121057.13",431.847896682114,-0.637142311278369,0.053951113664443,"AKAP1","all genes",1340.59676517061,0.666042973470525,9.12826141602582e-09,102.422838533878,0.0390311617568798,0.999041873733936,"RNA_up",-1.26799958613713,NA,0,0,0.38999702471517,-0.0744883775704194,"RNA_up"
"ENSG00000145715.15",246.756768261998,-0.706510367968723,0.0559847734591432,"RASA1","all genes",601.866890005845,0.161289171645605,0.536013262569904,98.4061415217201,-0.540495154450414,0.423274499619821,"Not_significant",-1.25193007481263,NA,NA,NA,0.612899494479105,-0.220582264209526,"Not_significant"
"ENSG00000187837.3",6324.66072679813,0.292790240548898,0.0560186797019203,"H1-2","all genes",8263.36819188589,-0.258011446531139,0.0109736556655435,4264.18775533158,0.0423673060931233,0.902568469840753,"Not_significant",-1.25166713123054,NA,NA,NA,NA,NA,"Not_significant"
"ENSG00000064393.16",301.746885972907,-0.734463480716534,0.05643242665969,"HIPK2","all genes",858.363837861835,0.357838362878862,0.0417998918299543,90.6070268312171,-0.367083784073243,0.815572819332185,"Not_significant",-1.24847127416282,NA,NA,NA,0.213061208367464,0.166080572492897,"Not_significant"
"ENSG00000137504.13",196.140442323396,-0.89437125792199,0.0564666772009637,"CREBZF","all genes",609.778878495125,0.825100733434911,2.11991631153919e-07,46.2869135445144,-0.0634096620061179,0.999041873733936,"RNA_up",-1.24820776770396,NA,0,0,-0.113864546140165,-0.0933759249914827,"RNA_up"
"ENSG00000162437.14",218.586225541215,-0.815723885966727,0.0564666772009637,"RAVER2","all genes",610.95120041222,0.365293243198092,0.0626883467521581,68.2702951521347,-0.436199627721938,0.788880273611329,"Not_significant",-1.24820776770396,NA,NA,NA,0.757750253702762,-0.349810412964572,"Not_significant"
"ENSG00000179115.11",607.29860181976,0.46428999275097,0.0564666772009637,"FARSA","all genes",1113.26072254954,-0.283151838874936,0.0556667319226835,331.77019737164,0.188836240270901,0.808219224930662,"Not_significant",-1.24820776770396,NA,NA,NA,-0.346644725004784,-0.7382300981767,"Not_significant"
"ENSG00000167693.17",364.38235044816,-0.562529634472749,0.0567726059877348,"NXN","all genes",648.161231746324,0.427432468786288,0.0100946183886382,203.804512633543,-0.127589978157076,0.962484619220793,"Not_significant",-1.24586117024319,NA,NA,NA,0.196915350218836,0.610324070252533,"Not_significant"
"ENSG00000132294.15",657.042099820279,-0.501844907861317,0.0568673401866073,"EFR3A","all genes",1793.84588739497,0.143818159517982,0.397724482376073,215.601688853413,-0.35289314097512,0.474684205509519,"Not_significant",-1.24513708420243,NA,NA,NA,0.724008839350365,0.025764211007691,"Not_significant"
"ENSG00000169714.16",1327.16738119203,0.377266036081638,0.0568673401866073,"CNBP","all genes",1779.06666830333,-0.00579212908383637,0.985891812081171,883.978410286878,0.378907440312421,0.00228655076634073,"Not_significant",-1.24513708420243,NA,NA,NA,0.0074928497752659,0.137322439492029,"Not_significant"
"ENSG00000161671.16",566.425283211585,0.56598713574449,0.056874742008909,"EMC10","all genes",967.516964251817,-0.121450633599944,0.683640471994959,326.688116630023,0.451814474436168,0.0603323132787132,"Not_significant",-1.24508056034558,NA,NA,NA,-0.0669735743573183,-0.139461607366786,"Not_significant"
"ENSG00000182749.5",113.852944313758,-0.979591734993162,0.056874742008909,"PAQR7","all genes",244.021813678117,0.864367313691862,0.00028630922317579,53.5877460251096,-0.11006734744133,0.989860809722122,"RNA_up",-1.24508056034558,NA,0,0,-1.04664633468154,-0.140606202545957,"RNA_up"
"ENSG00000100580.8",90.1858780190224,-1.04790510832582,0.0570872214991668,"TMED8","all genes",185.750056972048,0.495485502149232,0.108200060131202,44.2747608532517,-0.545960523391671,0.766338383819191,"Not_significant",-1.24346109409167,NA,NA,NA,1.07854119328187,0.0622842782543427,"Not_significant"
"ENSG00000134910.14",2010.17782879358,0.323198076219209,0.0570872214991668,"STT3A","all genes",2892.40440485192,-0.285185118647112,0.00836457736363086,1290.67611873441,0.0448230020068386,0.971418706744454,"RNA_down",-1.24346109409167,NA,0,0,0.326403350182145,-0.115901376855313,"RNA_down"
"ENSG00000137842.7",95.9808367146469,-1.14362134320698,0.0570872214991668,"TMEM62","all genes",284.938409205371,1.07361959788209,7.03800262568586e-08,25.9186267230867,-0.0636933428003427,0.999041873733936,"RNA_up",-1.24346109409167,NA,0,0,0.0287827706672102,1.32698132261365,"RNA_up"
"ENSG00000170185.10",332.929157222199,-0.683285321293226,0.0570872214991668,"USP38","all genes",1031.21052996813,0.316880791155659,0.0299899109025734,79.5304013520791,-0.365603302382237,0.830541041619341,"Not_significant",-1.24346109409167,NA,NA,NA,0.787381831800264,0.208769137472473,"Not_significant"
"ENSG00000180596.7",1927.06032361936,0.363439810334505,0.0570872214991668,"H2BC4","Histone genes",3135.97324324719,-0.243489779323646,0.0623980158277405,1149.08333446817,0.126863046897125,0.647925622030547,"Not_significant",-1.24346109409167,NA,NA,NA,0.0500573457704352,-0.234330071679614,"Not_significant"
"ENSG00000102317.18",825.965839539825,0.42933541565271,0.0575116032772908,"RBM3","all genes",1264.18190961205,-0.126198438435754,0.53918494506871,511.982787543453,0.309842662062629,0.177326089831533,"Not_significant",-1.24024452520744,NA,NA,NA,0.00616279537082278,-0.330548817488436,"Not_significant"
"ENSG00000168090.10",450.906428258963,0.539243124973786,0.0578007398085545,"COPS6","all genes",381.512219144816,-0.487573818555371,0.02414425094201,354.464379600628,0.0568143517955959,0.989860809722122,"Not_significant",-1.23806660288195,NA,NA,NA,0.136993507313742,-0.221051040339628,"Not_significant"
"ENSG00000104904.12",3181.5026262439,0.310560131501743,0.0582520367546797,"OAZ1","all genes",7456.99726660538,-0.113548325860917,0.400140146934885,1343.12632867262,0.204365681394803,0.122779286171244,"Not_significant",-1.23468888513706,NA,NA,NA,0.0699618011212342,-0.0983165672354885,"Not_significant"
"ENSG00000105655.19",1850.62149622383,0.42500970218004,0.0584989049105427,"ISYNA1","all genes",1599.4612695651,-0.282920160296223,0.088688069592764,1446.66343511106,0.15052984084745,0.452312147108176,"Not_significant",-1.23285226375987,NA,NA,NA,-0.0710223191525364,0.0345247460344031,"Not_significant"
"ENSG00000091039.17",628.57592146719,-0.497518125234128,0.0586569967955862,"OSBPL8","all genes",1653.45096836084,0.104841455034002,0.610015623591685,221.48932771671,-0.385283566429423,0.355112347674616,"Not_significant",-1.23168017641332,NA,NA,NA,0.759385214625322,0.485464399098721,"Not_significant"
"ENSG00000033011.12",170.544935328642,0.750116991826787,0.0588919885662407,"ALG1","all genes",271.992545251637,-0.17167043268048,0.655397902822775,103.065410746122,0.583728289306723,0.293738352081696,"Not_significant",-1.22994378090254,NA,NA,NA,0.9597477744853,0.216292207991791,"Not_significant"
"ENSG00000096717.12",220.908336369355,-0.725174716962625,0.0588919885662407,"SIRT1","all genes",526.128536404386,0.344242684268667,0.0817447738792689,91.183353564095,-0.376167644141953,0.783364469807275,"Not_significant",-1.22994378090254,NA,NA,NA,0.924127809040793,-0.52456081132889,"Not_significant"
"ENSG00000106546.14",1052.34701803254,-0.428674929449405,0.0588919885662407,"AHR","all genes",2094.86381694588,0.172656163949972,0.308579843731146,534.426884275294,-0.249022106397214,0.360119687504325,"Not_significant",-1.22994378090254,NA,NA,NA,0.628920330698074,-0.326831149506783,"Not_significant"
"ENSG00000167323.11",226.76290105215,-0.72176777604615,0.0589472702941043,"STIM1","all genes",584.706943934287,0.380710569067294,0.031504599548585,82.762300574826,-0.32978812083719,0.85956816455295,"Not_significant",-1.22953630123312,NA,NA,NA,0.386419208130762,-0.497602280308139,"Not_significant"
"ENSG00000180921.7",444.251272578493,-0.53263039892216,0.0589472702941043,"FAM83H","all genes",807.734905863823,0.822979266922759,6.48255638549044e-10,244.257195534772,0.296054899309157,0.569805918983903,"RNA_up",-1.22953630123312,NA,0,0,-0.168280979292884,-0.549356752417692,"RNA_up"
"ENSG00000110921.14",77.143739889041,1.0860022633376,0.0591966244328034,"MVK","all genes",128.635360054096,-0.258776604596649,0.617839525940226,45.2676855321311,0.837480293918013,0.349290274155919,"Not_significant",-1.22770305733119,NA,NA,NA,-0.320094937028408,-0.314838670101043,"Not_significant"
"ENSG00000161011.20",4487.0366955937,0.282513718151236,0.0591966244328034,"SQSTM1","all genes",6501.81093989982,-0.0365169165137636,0.853489943248112,2870.12102391498,0.253271272238838,5.46944783119508e-05,"Not_significant",-1.22770305733119,NA,NA,NA,0.0425757967566698,-0.160191237650067,"Not_significant"
"ENSG00000179950.14",1513.89602586491,0.36083263046267,0.0591966244328034,"PUF60","all genes",2383.39160955431,-0.256535857864187,0.0432233239907861,922.199808900945,0.111571396039825,0.813460148244463,"Not_significant",-1.22770305733119,NA,NA,NA,-0.186831987974346,0.201444419939979,"Not_significant"
"ENSG00000188976.11",1220.62723453597,0.387717295135229,0.0595410325250527,"NOC2L","all genes",2359.42162143973,-0.390350153154099,0.000409492068847188,637.157756033184,0.0043678157639986,0.999041873733936,"RNA_down",-1.22518363834827,NA,0,0,-0.399713246319617,0.228216005658595,"RNA_down"
"ENSG00000197694.17",722.18875143648,0.497583107875029,0.0595410325250527,"SPTAN1","all genes",1372.64243303492,-0.012069033084518,0.975336095711242,382.748311732283,0.492666417580988,0.0150322110957042,"Not_significant",-1.22518363834827,NA,NA,NA,-0.70954056889407,-0.240012550480242,"Not_significant"
"ENSG00000148337.21",789.207573700664,-0.537720476108554,0.0598785520248614,"CIZ1","all genes",1986.28759229662,0.400913141147833,0.00583307342817881,299.881253861039,-0.130224294365199,0.93658457976956,"RNA_up",-1.2227287102531,NA,0,0,0.0657090922311334,0.0437401833957667,"RNA_up"
"ENSG00000108312.15",825.71612686645,-0.4344253209114,0.0605261459343235,"UBTF","all genes",1982.77667345705,0.294787853323767,0.0165430485858622,336.943504433665,-0.133419666704582,0.911792857845024,"Not_significant",-1.21805697936261,NA,NA,NA,0.464153868695318,0.011445793574546,"Not_significant"
"ENSG00000128463.13",459.704071138042,0.500710594060184,0.0605261459343235,"EMC4","all genes",635.351232071701,-0.194754961610444,0.392349340144753,301.551080407711,0.313203324472448,0.394266624609842,"Not_significant",-1.21805697936261,NA,NA,NA,0.27774708954095,-0.0621865766725614,"Not_significant"
"ENSG00000166068.13",239.767597948967,-0.887313752480948,0.0612247179372259,"SPRED1","all genes",819.333704505694,0.129482311435019,0.586613249187066,38.6432748357077,-0.756943675233534,0.562505449339634,"Not_significant",-1.21307320699685,NA,NA,NA,0.648619642035754,-0.604160515813992,"Not_significant"
