"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","log10_padj_riborna_flat","tx_class_IAAvsDMSO"
"ENSG00000106105.14",782.50115055701,-0.043668726652087,0.999930075229515,"GARS1","all genes",1798.7431478733,0.0184622477138255,0.99992116680452,333.102169669063,-0.0270304062967687,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106144.20",160.957397810784,0.318158388800997,0.999930075229515,"CASP2","all genes",235.101044417899,-0.240830299504987,0.99992116680452,85.7076811527216,0.0737889611972025,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106153.13",582.366833143569,0.112201457299242,0.999930075229515,"CHCHD2","all genes",1533.49712625943,-0.0211310177970118,0.99992116680452,223.045906496624,0.0900100265526341,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106211.9",1367.47415830665,0.0913472592756751,0.999930075229515,"HSPB1","all genes",946.219281313631,0.201475146072991,0.99992116680452,861.964106033087,0.294239592706947,0.164718109546561,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_up"
"ENSG00000106244.13",369.574015066535,-0.0151085414356336,0.999930075229515,"PDAP1","all genes",784.765950598239,0.00085609398792464,0.99992116680452,165.576865004742,-0.0165440930013684,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_down"
"ENSG00000106245.11",307.585668045116,-0.0842701328483089,0.999930075229515,"BUD31","all genes",863.799325809724,-0.0169040302319146,0.99992116680452,110.952943765105,-0.0948986477880494,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106246.17",114.306688651989,-0.413035740243554,0.999930075229515,"PTCD1","all genes",305.280232140043,-0.0188129513769943,0.99992116680452,43.2525046016407,-0.431195514636248,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106261.17",200.28020416189,0.261636554684476,0.999930075229515,"ZKSCAN1","all genes",523.12577498641,-0.122995234013018,0.99992116680452,77.2688735917275,0.137755697373756,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106263.18",1434.2676168085,-0.210674880958886,0.999930075229515,"EIF3B","all genes",3660.20327178839,-0.00618334215589045,0.99992116680452,564.283518680339,-0.217653686253593,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106266.11",117.867529628917,-0.175519278634091,0.999930075229515,"SNX8","all genes",235.674876243184,0.0379541829805245,0.99992116680452,54.6618560721237,-0.126443969607366,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106268.15",90.36277147118,0.0377064593298393,0.999930075229515,"NUDT1","all genes",140.356017572573,0.0405612407358723,0.99992116680452,47.0530720113771,0.0721836526383294,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106290.15",205.946111488255,0.00315825269620293,0.999930075229515,"TAF6","all genes",656.111338437461,-0.0530377358802658,0.99992116680452,64.4040189930158,-0.0555690882898727,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106299.8",131.046301856215,-0.0975628146094063,0.999930075229515,"WASL","all genes",339.435194076838,-0.18330283609871,0.99992116680452,50.9189493507322,-0.273504186181287,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106305.10",239.926450800254,-0.262764673714786,0.999930075229515,"AIMP2","all genes",504.537156292961,-0.0354443241010083,0.99992116680452,108.119989344803,-0.294568550683014,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106344.8",241.324160106573,0.269382892517622,0.999930075229515,"RBM28","all genes",551.381525490158,-0.109908242344409,0.99992116680452,103.155765901915,0.156874615646942,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106346.11",100.368810399688,-0.203387785119798,0.999930075229515,"USP42","all genes",253.011563274622,0.0740724476082963,0.99992116680452,39.8968381763598,-0.147419001259589,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106348.18",287.55426102418,0.150569687771375,0.999930075229515,"IMPDH1","all genes",1206.47055945201,0.0651562708410152,0.99992116680452,52.9323288314974,0.192839404827222,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000106355.10",184.853063905825,0.0317139745316196,0.999930075229515,"LSM5","all genes",492.816921466803,-0.0845912503923809,0.99992116680452,70.0383888160534,-0.0546435918711969,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106366.9",917.246245642072,-0.0509373305952088,0.999930075229515,"SERPINE1","all genes",1410.90793626657,-0.106577736625087,0.99992116680452,479.313657257269,-0.156577514482483,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106367.15",143.950091540948,0.280516964447526,0.999930075229515,"AP1S1","all genes",244.673428087188,-0.282778149654382,0.99992116680452,72.2622562123966,-0.00705205622811319,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106397.12",362.253060251274,0.251760119223224,0.999930075229515,"PLOD3","all genes",701.872720297491,-0.0597102032543315,0.99992116680452,170.876865501681,0.195795463911172,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106399.11",185.637336389002,0.326272343795946,0.999930075229515,"RPA3","all genes",389.250031216282,-0.097148614129421,0.99992116680452,83.7977202675396,0.228139359187349,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106400.12",169.70403047976,-0.055475630553319,0.999930075229515,"ZNHIT1","all genes",266.507241092766,0.261120915086689,0.99992116680452,87.9665421685101,0.214885155751054,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106459.15",97.2059872514146,0.265926874677645,0.999930075229515,"NRF1","all genes",228.112042421573,-0.136445289946067,0.99992116680452,40.7903388340304,0.113872683129629,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106460.19",106.189216347467,0.11428351776048,0.999930075229515,"TMEM106B","all genes",258.026641438989,-0.0214994430403117,0.99992116680452,43.4169409522173,0.109697386708951,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106462.11",277.171853802051,-0.270389585372967,0.999930075229515,"EZH2","all genes",865.84336819576,-0.0130234741045324,0.99992116680452,88.8485422861894,-0.276480645066553,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106524.9",91.5022616494792,-0.159636439711346,0.999930075229515,"ANKMY2","all genes",248.866689977621,0.139600390243653,0.99992116680452,34.0545784759932,-0.0453699116249679,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106537.8",75.3957949671383,0.265514320918022,0.999930075229515,"TSPAN13","all genes",140.370668594855,-0.294064710939176,0.99992116680452,36.2874043215738,-0.030971185045336,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106546.14",548.874600443442,0.140460744650519,0.999930075229515,"AHR","all genes",1757.19527137289,0.0436725587945295,0.99992116680452,170.499129162863,0.187464612452581,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106554.13",180.232448064975,0.267498527667307,0.999930075229515,"CHCHD3","all genes",555.12506203362,-0.0261227163429695,0.99992116680452,58.7751625127783,0.25269360300759,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106588.11",819.278560754033,-0.192412316992596,0.999930075229515,"PSMA2","all genes",2200.30865040774,-0.0621272655691489,0.99992116680452,308.385206304222,-0.258772091387214,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106591.4",245.78152734663,0.0939631692033339,0.999930075229515,"MRPL32","all genes",705.64142920836,-0.187268762500078,0.99992116680452,86.6975653734791,-0.0964943702753147,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106605.11",128.973858076923,0.217549697605234,0.999930075229515,"BLVRA","all genes",257.577095712247,-0.0838594929266439,0.99992116680452,59.8547156357928,0.13712842608845,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106608.16",164.10353016003,0.510295278524041,0.999930075229515,"URGCP","all genes",596.220115092504,-0.0447788370549101,0.99992116680452,41.9661094366024,0.451191877644259,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106609.16",181.00403825431,-0.147406927859633,0.999930075229515,"TMEM248","all genes",681.043531810723,-0.0112563520258533,0.99992116680452,43.2949354946976,-0.179190353088984,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000106615.10",184.148857973102,-0.15176811009684,0.999930075229515,"RHEB","all genes",773.570580343971,0.0238131169025052,0.99992116680452,33.7829146915767,-0.171655075315567,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106617.14",106.312073269301,-0.501844878587342,0.999930075229515,"PRKAG2","all genes",354.060603820361,-0.032460711460565,0.99992116680452,31.2865238283612,-0.529512043014604,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106628.10",614.318289479883,0.105433227366241,0.999930075229515,"POLD2","all genes",1794.74662339312,-0.0395898083237896,0.99992116680452,212.73678276587,0.0713561324218966,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106635.8",118.722358793747,-0.534468047678141,0.999930075229515,"BCL7B","all genes",409.865461214395,-0.105184353904353,0.99992116680452,33.1080407647808,-0.66471490116864,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000106636.8",265.309623518791,-0.0128567022661957,0.999930075229515,"YKT6","all genes",623.370804040792,-0.164261825942701,0.99992116680452,111.242156585664,-0.186310668408642,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000106638.17",177.835774868375,-0.0946930046946033,0.999930075229515,"TBL2","all genes",379.637698202931,-0.110503589174729,0.99992116680452,79.4147245423847,-0.201769668147201,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106665.16",120.472009855825,-0.118293924016262,0.999930075229515,"CLIP2","all genes",462.703780439793,-0.0183712230894519,0.99992116680452,27.6112234877786,-0.123250538857089,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106682.14",600.270138136544,0.107374786593498,0.999930075229515,"EIF4H","all genes",1368.11154051541,-0.0960286712694865,0.99992116680452,257.017285078164,0.0141460296407273,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_down"
"ENSG00000106683.15",197.649876105259,0.114987113744311,0.999930075229515,"LIMK1","all genes",823.57454570358,0.0928123467600186,0.99992116680452,37.0997386106405,0.190996143401152,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000106723.17",108.226324183019,0.368650131349801,0.999930075229515,"SPIN1","all genes",237.84701903758,-0.118958048667276,0.99992116680452,47.446128776566,0.270546564297345,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106771.13",216.988903716525,0.430656556386987,0.999930075229515,"TMEM245","all genes",693.061658553045,-0.00249642055634595,0.99992116680452,67.6004798143428,0.442254893949936,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106785.15",87.8293464386924,0.0296421859086177,0.999930075229515,"TRIM14","all genes",104.297897648352,0.223787044284203,0.99992116680452,49.813748424794,0.263648516072813,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106789.13",66.4928666638427,0.0220738570238733,0.999930075229515,"CORO2A","all genes",199.625019021334,-0.028460796609721,0.99992116680452,22.3492294500651,-0.0160455854088038,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106799.13",101.993817202141,-0.0935798355205046,0.999930075229515,"TGFBR1","all genes",281.314162526983,-0.0631302264410855,0.99992116680452,37.4567444256382,-0.181654588056777,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106803.10",485.559967644337,0.254971399417015,0.999930075229515,"SEC61B","all genes",667.051293198958,0.0112668610817873,0.99992116680452,263.895961641095,0.271974970774216,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106853.20",125.247473637188,0.318414469011565,0.999930075229515,"PTGR1","all genes",332.551154282637,-0.176622542707874,0.99992116680452,47.6148588679129,0.163403452709327,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106992.19",161.357746771501,0.0997184164041099,0.999930075229515,"AK1","all genes",360.486652319162,-0.158216247927867,0.99992116680452,70.0023199001299,-0.050011968693359,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000106993.12",135.574330701631,0.119199904002264,0.999930075229515,"CDC37L1","all genes",478.263898247022,0.0355319302509994,0.99992116680452,36.4821695831286,0.163559995081295,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107130.10",92.5168965852393,-0.164138881848184,0.999930075229515,"NCS1","all genes",297.82528074397,-0.054826652981161,0.99992116680452,28.5262442776692,-0.206842272943018,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000107164.16",411.666792269496,-0.326016481803192,0.999930075229515,"FUBP3","all genes",1049.18460971315,0.140729313476322,0.99992116680452,162.130598354547,-0.183777598781805,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107175.12",192.789335847675,0.200653435874785,0.999930075229515,"CREB3","all genes",734.916415519521,-0.156127867529846,0.99992116680452,44.9011157847359,0.0386587937476759,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107185.10",88.3694911444671,-0.00618127671353299,0.999930075229515,"RGP1","all genes",217.777381104887,-0.00667167177768746,0.99992116680452,35.7554245168888,-0.0148955531630415,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107201.10",160.634166519836,0.0482155024809246,0.999930075229515,"DDX58","all genes",464.669210867291,0.642690798738042,0.000570403041491021,56.2339835473518,0.674771892885879,0.999868747149118,"RNA_up",-3.03690037552941e-05,NA,0,0,-3.03690037552941e-05,"Not_significant"
"ENSG00000107223.13",652.545104507008,0.0454427572017513,0.999930075229515,"EDF1","all genes",1196.61003940369,-0.0439539540238827,0.99992116680452,316.452039600663,3.80181428250609e-05,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107249.23",203.509481313354,0.0489478805499771,0.999930075229515,"GLIS3","all genes",754.903580718927,-0.0985287149193221,0.99992116680452,50.0657169198903,-0.0691477808080444,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107262.24",171.012217933403,0.543947386160516,0.999930075229515,"BAG1","all genes",689.859036855114,-0.104768495384347,0.99992116680452,34.9918815318673,0.446890522880524,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000107263.18",206.982674763332,-0.377178446900855,0.999930075229515,"RAPGEF1","all genes",960.148444680991,-0.0230344839235985,0.99992116680452,26.401289934362,-0.386171429214065,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000107281.10",136.645057654013,-0.165805955146012,0.999930075229515,"NPDC1","all genes",188.059156074312,0.190752100846338,0.99992116680452,74.2266177269714,0.0240824901932348,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107290.14",580.862008980281,0.177417326668451,0.999930075229515,"SETX","all genes",2327.84281993297,-0.0854565023281706,0.99992116680452,120.803354507432,0.0951237873673762,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107331.17",230.05937061856,0.425119204399819,0.999930075229515,"ABCA2","all genes",744.1061703687,0.0643942363960903,0.99992116680452,70.503841653458,0.496751420440645,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000107338.10",147.853740483554,0.126963830050097,0.999930075229515,"SHB","all genes",667.491396520793,-0.0132362560995669,0.99992116680452,21.2081847176664,0.103036586116381,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000107341.5",163.370192365089,-0.0397921877725881,0.999930075229515,"UBE2R2","all genes",342.779094219287,0.0218340753593457,0.99992116680452,73.7397037832805,-0.0296181826303888,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107371.13",157.322553719475,-0.0267094878625293,0.999930075229515,"EXOSC3","all genes",390.394705656241,-0.146702494829514,0.99992116680452,63.2929599968022,-0.159362881234602,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107372.13",218.48404442379,-0.0803561283130402,0.999930075229515,"ZFAND5","all genes",750.056849899621,0.155548533117256,0.99992116680452,61.4370729658073,0.0655945767027987,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107404.20",405.707001785859,-0.619152742505092,0.999930075229515,"DVL1","all genes",1893.96388029941,0.0319351338008381,0.99992116680452,50.2083622970735,-0.59021807846088,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"TE_down"
"ENSG00000107438.9",242.629065703202,-0.225865711671729,0.999930075229515,"PDLIM1","all genes",377.82006864903,0.00411835447050932,0.99992116680452,126.217464735253,-0.227700460717499,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107521.19",99.5174085030601,-0.00524291942029509,0.999930075229515,"HPS1","all genes",400.978696094214,0.0488549446675867,0.99992116680452,20.4192285346249,0.0635814999227349,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107537.14",55.3595950704982,0.306009522500077,0.999930075229515,"PHYH","all genes",131.853749060848,-0.18287926387858,0.99992116680452,22.9791445465373,0.122361819802863,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107554.17",692.590259962552,0.0880072823635474,0.999930075229515,"DNMBP","all genes",2220.2042567687,-0.0799382964205772,0.99992116680452,214.807245848701,0.00287771657800276,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107566.14",212.933157016477,-0.267150665478658,0.999930075229515,"ERLIN1","all genes",352.554669543754,-0.00156728416690826,0.99992116680452,108.098646330772,-0.274078478743046,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107581.13",2803.11568095456,-0.217776495870995,0.999930075229515,"EIF3A","all genes",7260.45965349959,0.00351736884200648,0.99992116680452,1089.32829157366,-0.213290434062411,0.840953489952834,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107625.13",173.03038598887,-0.5665345733811,0.999930075229515,"DDX50","all genes",778.584647708056,0.0561036020342668,0.99992116680452,25.1373911101104,-0.519137631950045,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107643.16",161.41635067545,0.405085974836449,0.999930075229515,"MAPK8","all genes",619.803951071623,-0.0240039709233839,0.99992116680452,37.0264158738139,0.368399721922724,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107651.13",672.482910653261,0.0538125077088922,0.999930075229515,"SEC23IP","all genes",1781.99258538242,0.0350679918987448,0.99992116680452,256.170247001707,0.0920874772238256,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107669.17",217.890841134104,0.111626383269596,0.999930075229515,"ATE1","all genes",691.52814297816,-0.0188356952500643,0.99992116680452,68.4706983485355,0.0831037452136375,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107672.15",298.842344387155,0.128232748831748,0.999930075229515,"NSMCE4A","all genes",831.332486373164,0.0145452382033981,0.99992116680452,108.824968625796,0.140542368555166,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107679.14",107.185994818866,-0.0872210831351968,0.999930075229515,"PLEKHA1","all genes",362.722965065861,-0.138033215861966,0.99992116680452,30.791504213742,-0.194573979014807,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107719.9",202.534213844805,0.0805062884602033,0.999930075229515,"PALD1","all genes",630.6966587614,-0.146277667004033,0.99992116680452,65.1729461939218,-0.060809265736115,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107731.12",100.007836458976,0.0311154149614789,0.999930075229515,"UNC5B","all genes",274.885730529118,0.121323066030329,0.99992116680452,36.8362231369614,0.157525475081022,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107738.20",77.9254819756322,0.40338883216371,0.999930075229515,"VSIR","all genes",112.808055633933,-0.0644415561697723,0.99992116680452,41.6066442191749,0.34981793060686,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107745.19",124.253688050959,0.10786078165569,0.999930075229515,"MICU1","all genes",347.366195208026,0.104522882852585,0.99992116680452,45.039070544961,0.202965045004969,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107789.16",166.963521319763,0.241637363588631,0.999930075229515,"MINPP1","all genes",282.096436596824,0.0750535981603549,0.99992116680452,84.0301652265776,0.312694129582324,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107798.18",121.071713848677,0.00422719865065292,0.999930075229515,"LIPA","all genes",247.756284771089,0.144694775776172,0.99992116680452,55.4230703208503,0.156144540214239,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107815.10",122.632911335724,0.0399068959912432,0.999930075229515,"TWNK","all genes",363.45653782131,-0.141882437475988,0.99992116680452,41.8309778106265,-0.114713747475543,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107816.17",299.103309182941,0.202945010813484,0.999930075229515,"LZTS2","all genes",891.551105441928,0.0458859018592401,0.99992116680452,101.336213969971,0.247876156193457,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107819.13",72.1274686101083,-0.110067453805248,0.999930075229515,"SFXN3","all genes",207.637192561264,-0.0319590903627266,0.99992116680452,25.3723640064153,-0.140286758895159,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107829.15",87.0566780963838,0.102338496360679,0.999930075229515,"FBXW4","all genes",314.06256242047,0.060608355245788,0.99992116680452,22.5338223570108,0.185163551349595,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"RNA_up"
"ENSG00000107833.10",492.762173199552,0.172885236002078,0.999930075229515,"NPM3","all genes",1168.95373276725,-0.096679868406437,0.99992116680452,205.10773201272,0.0825913955849112,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107854.6",150.774296451841,-0.238314612144968,0.999930075229515,"TNKS2","all genes",619.874880074777,-0.0924669963945934,0.99992116680452,29.3615213142034,-0.312987434579649,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107862.5",711.383576226536,-0.164375344913855,0.999930075229515,"GBF1","all genes",2186.05064095017,-0.0986040817653804,0.99992116680452,232.646574275188,-0.255127177220863,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
"ENSG00000107872.12",49.8526744034025,-0.205741314701415,0.999930075229515,"FBXL15","all genes",92.2743893444225,0.255924667339162,0.99992116680452,24.0564264199713,0.0693653042706946,0.999868747149118,"Not_significant",-3.03690037552941e-05,NA,NA,NA,-3.03690037552941e-05,"Not_significant"
