"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","log2FCTE"
"ENSG00000174720.16",2449.02481157917,0.299541903262458,0.720004227795633,"LARP7","all genes",2538.66675324863,-0.103804793624931,0.614216008259154,1510.35698412203,0.191477039384367,0.656890493796973,"Not_significant",-0.142664953425782,NA,NA,NA,0.295281833009298
"ENSG00000198909.7",1574.18677266951,-0.306600663537159,0.720058997261057,"MAP3K3","all genes",6506.62937344628,0.394154063065845,6.60506925140813e-05,255.812181136831,0.0830231307228216,0.940236232374174,"RNA_up",-0.142631918658686,NA,0,0,-0.311130932343024
"ENSG00000105926.15",1879.46723298272,0.227652063244485,0.720310607493028,"MPP6","all genes",3159.97121943584,-0.149943029576892,0.290052265461189,982.036048152635,0.0747447439278093,0.917909697035421,"Not_significant",-0.142480189635682,NA,NA,NA,0.224687773504701
"ENSG00000125651.14",4545.74546487306,0.204942500781297,0.720605618427844,"GTF2F1","all genes",11036.8121521447,-0.00528468065920709,0.981982663584703,1877.96426432022,0.196414649603321,0.599357264109532,"Not_significant",-0.142302356087032,NA,NA,NA,0.201699330262528
"ENSG00000170962.13",120.89316609936,-0.615181563505021,0.720605618427844,"PDGFD","all genes",334.312557864761,-0.358203004179982,0.195383447617134,44.0786032351777,-0.976927436442418,0.313282937715883,"Not_significant",-0.142302356087032,NA,NA,NA,-0.618724432262436
"ENSG00000204356.14",4187.19803184052,0.240064151441474,0.720605618427844,"NELFE","all genes",9467.38529881101,0.063054561962186,0.715864530144005,1830.63505431673,0.299297571345733,0.314113775265553,"Not_significant",-0.142302356087032,NA,NA,NA,0.236243009383547
"ENSG00000128585.18",3692.41120460774,0.243832877450227,0.720619004690878,"MKLN1","all genes",7740.52825018275,-0.237577888953421,0.0321997926744726,1704.93190827871,0.00267016586201085,0.997474487001183,"Not_significant",-0.142294288531044,NA,NA,NA,0.240248054815432
"ENSG00000253710.4",1675.89828332176,0.257677127249134,0.720619004690878,"ALG11","all genes",4395.0096640812,0.0343265251699395,0.885231214834793,643.852708674231,0.289466137122158,0.435639105664246,"Not_significant",-0.142294288531044,NA,NA,NA,0.255139611952218
"ENSG00000001497.16",5199.42174151614,0.189836584554337,0.721022652725704,"LAS1L","all genes",9529.85559060808,-0.019482096098895,0.933403576165959,2601.07694194055,0.167615483978632,0.629360680703347,"Not_significant",-0.142051090621445,NA,NA,NA,0.187097580077527
"ENSG00000112576.12",1818.90967478257,-0.343156631138242,0.721097562879448,"CCND3","all genes",5811.05669005718,-0.0552191425323491,0.760227895675209,547.91704131145,-0.40151656484367,0.357761075296213,"Not_significant",-0.142005972237989,NA,NA,NA,-0.346297422311321
"ENSG00000272368.2",348.989971735333,0.670634311735271,0.721097562879448,"AC074032.1","all genes",192.553193840709,-0.0435464484900484,0.951473013356099,239.75386367792,0.618235556026212,0.320432575980607,"Not_significant",-0.142005972237989,NA,NA,NA,0.66178200451626
"ENSG00000180900.20",3962.18355307413,-0.345620984406109,0.72172775046819,"SCRIB","all genes",10582.4655554661,0.320910875751213,0.000366866815251122,1496.38061042874,-0.026825857987306,0.97849995134145,"RNA_up",-0.141626595736583,NA,0,0,-0.347736733738519
"ENSG00000129518.9",1442.37420433453,0.307339643346132,0.722227011146779,"EAPP","all genes",1539.82530976494,-0.0180696725252532,0.962119805132977,882.978147012973,0.287229808567303,0.394301757022652,"Not_significant",-0.141326273078081,NA,NA,NA,0.305299481092556
"ENSG00000166224.17",2479.86925045492,-0.260097934282988,0.722227011146779,"SGPL1","all genes",7214.80103728826,0.0627336771653585,0.707560427098054,849.328137317912,-0.200058365119627,0.673479656128,"Not_significant",-0.141326273078081,NA,NA,NA,-0.262792042284986
"ENSG00000173065.13",713.724994045097,-0.322769422808603,0.722227011146779,"FAM222B","all genes",2430.43315282657,0.27703142674036,0.0359165848623505,192.362011324847,-0.0495975627907472,0.968403896140801,"Not_significant",-0.141326273078081,NA,NA,NA,-0.326628989531107
"ENSG00000144895.12",3248.98342073201,0.258459449328944,0.72298634674676,"EIF2A","all genes",6847.51635831848,0.191392276321331,0.113605625408832,1493.47823093274,0.447114753761913,0.0699896565270193,"Not_significant",-0.14086990407273,NA,NA,NA,0.255722477440582
"ENSG00000005187.12",346.886972794879,0.483350405749388,0.723450289474888,"ACSM3","all genes",625.793887015113,0.205646340639413,0.499865103559121,174.63678428981,0.684836350147994,0.143622602658616,"Not_significant",-0.140591305247716,NA,NA,NA,0.479190009508581
"ENSG00000168214.20",3211.25762951366,0.294178769382608,0.723487168388965,"RBPJ","all genes",8621.17864397487,-0.325742433324474,0.00135573981466898,1206.12058015244,-0.0363697243492926,0.963808437599587,"RNA_down",-0.140569167029096,NA,0,0,0.289372708975182
"ENSG00000139718.10",1285.63975025425,-0.291281688998169,0.724809212092448,"SETD1B","all genes",4056.25003498246,0.128752280006442,0.451798853532132,394.128433968946,-0.166672560197139,0.807312054475969,"Not_significant",-0.139776295552694,NA,NA,NA,-0.295424840203581
"ENSG00000163393.13",182.531755543989,-0.58809797800602,0.724809212092448,"SLC22A15","all genes",745.503651452852,0.138363161202428,0.595844215971071,31.0836850550937,-0.453616322198894,0.817255240375026,"Not_significant",-0.139776295552694,NA,NA,NA,-0.591979483401323
"ENSG00000111667.13",5329.13399414956,0.208762946656986,0.72497499776786,"USP5","all genes",11440.2184941535,0.0263382643718211,0.90027239792928,2420.80208178539,0.232571182168366,0.451363216682983,"Not_significant",-0.139676970696161,NA,NA,NA,0.206232917796545
"ENSG00000163558.13",1724.72989464752,-0.266005899480505,0.72497499776786,"PRKCI","all genes",4810.77950930771,0.105454132763724,0.544709463324527,621.02514819418,-0.163953256890536,0.762845546988586,"Not_significant",-0.139676970696161,NA,NA,NA,-0.26940738965426
"ENSG00000049759.18",1353.73978914212,-0.236178962513107,0.725139850668816,"NEDD4L","all genes",3185.42421824082,0.00950892376037184,0.972997073549752,574.472020999244,-0.229891460565203,0.618507057733532,"Not_significant",-0.139578227199263,NA,NA,NA,-0.239400384325575
"ENSG00000101224.17",4065.16711006183,0.240922954677394,0.725259541340554,"CDC25B","all genes",11736.3851591785,-0.138116103746906,0.303103367571878,1406.39116075042,0.0992745686890878,0.869518965445454,"Not_significant",-0.139506549013688,NA,NA,NA,0.237390672435994
"ENSG00000148925.10",568.041075268183,-0.3138914135955,0.725259541340554,"BTBD10","all genes",1686.74398179272,0.246840349987669,0.0884351658923516,189.521557785522,-0.0709770237957964,0.951731099031421,"Not_significant",-0.139506549013688,NA,NA,NA,-0.317817373783465
"ENSG00000235162.8",1205.72831411624,-0.387574231586054,0.725259541340554,"C12orf75","all genes",5282.58193407742,0.0111844324211746,0.965938480702305,152.857280197623,-0.377635211890072,0.641002975236884,"Not_significant",-0.139506549013688,NA,NA,NA,-0.388819644311247
"ENSG00000064102.15",2990.33859198539,0.253282989276021,0.725611955601836,"INTS13","all genes",5465.61031378508,0.0282417988378446,0.90199452216344,1497.14553293226,0.277243527582044,0.388162444295014,"Not_significant",-0.139295570202192,NA,NA,NA,0.249001728744199
"ENSG00000090621.14",10016.9983628799,-0.230585958273527,0.725776369897849,"PABPC4","all genes",26863.0128495596,0.315941261710975,0.000398779428747842,3763.7311454635,0.0827089521306445,0.888270183694689,"RNA_up",-0.139197175829639,NA,0,0,-0.233232309580331
"ENSG00000183340.7",638.516966005082,0.415036760009017,0.725776369897849,"JRKL","all genes",1796.88524696229,-0.112969450578526,0.617136519369085,227.366593652855,0.298163969413107,0.677947870421251,"Not_significant",-0.139197175829639,NA,NA,NA,0.411133419991633
"ENSG00000187672.13",148.403063475,-0.582124814289031,0.725787678335191,"ERC2","all genes",377.309131336097,0.308086246018899,0.318077688851291,58.8218310447757,-0.277184521695611,0.861885539552958,"Not_significant",-0.139190409070786,NA,NA,NA,-0.58527076771451
"ENSG00000284922.1",59.1522872862022,-0.870915842033024,0.725787678335191,"AP000812.5","all genes",167.303246593071,0.239223356803636,0.65054949015725,20.970699264061,-0.630910553018221,0.772591574307232,"Not_significant",-0.139190409070786,NA,NA,NA,-0.870133909821857
"ENSG00000038427.16",11238.6050755273,0.20729140977155,0.726378812718186,"VCAN","all genes",10376.6136303615,-0.256568016719161,0.00690605799340443,7123.13890676979,-0.052658898459267,0.931578043797721,"RNA_down",-0.13883683196188,NA,0,0,0.203909118259894
"ENSG00000067177.15",3490.10823257543,-0.281277439108215,0.726378812718186,"PHKA1","all genes",8625.8345093687,-0.0225471372358695,0.929045440701826,1420.33507963945,-0.308753946748472,0.333342559716193,"Not_significant",-0.13883683196188,NA,NA,NA,-0.286206809512602
"ENSG00000011426.11",4652.54587230438,0.191011672564831,0.726488802683642,"ANLN","all genes",5755.2835445086,-0.130114082547869,0.328773045055587,2734.34365269359,0.0571786261643638,0.927830472991078,"Not_significant",-0.138771075062013,NA,NA,NA,0.187292708712233
"ENSG00000014123.10",2736.88816777428,0.236108124057829,0.726488802683642,"UFL1","all genes",3209.97639929747,0.0956864100579606,0.580866423539175,1632.67445067997,0.328016918948424,0.233566864992251,"Not_significant",-0.138771075062013,NA,NA,NA,0.232330508890464
"ENSG00000021826.17",1255.60507082734,0.230430351975143,0.726488802683642,"CPS1","all genes",3034.76687117266,-0.515800646849173,3.34274223389381e-07,521.522739840049,-0.288363267298646,0.478088324032716,"RNA_down",-0.138771075062013,NA,0,0,0.227437379550527
"ENSG00000088930.8",9195.89771860925,0.192876501340059,0.726488802683642,"XRN2","all genes",14304.5981739126,-0.0434833258752251,0.802305905531889,4973.38800047051,0.145508357190794,0.697659653948529,"Not_significant",-0.138771075062013,NA,NA,NA,0.188991683066019
"ENSG00000108443.14",1782.43339885912,0.220765639295089,0.726488802683642,"RPS6KB1","all genes",5537.28485888138,-0.129152140712816,0.327174488223271,559.165260378452,0.0877396001061723,0.913409064141476,"Not_significant",-0.138771075062013,NA,NA,NA,0.216891740818988
"ENSG00000114251.14",1163.69460934487,0.309482402611605,0.726488802683642,"WNT5A","all genes",3071.3873704265,-0.242023331285072,0.106228788359069,444.964281562085,0.0629963791798585,0.943604784446987,"Not_significant",-0.138771075062013,NA,NA,NA,0.305019710464931
"ENSG00000116717.13",1264.7605267268,-0.377325086404446,0.726488802683642,"GADD45A","all genes",3048.72972805005,-0.373467505344696,0.00860984793215401,527.206118710751,-0.756569523848503,0.0076640198101776,"RNA_down",-0.138771075062013,NA,0,0,-0.383102018503807
"ENSG00000119760.16",1690.88944804457,0.252242289203476,0.726488802683642,"SUPT7L","all genes",4164.50033717194,-0.0198881138423693,0.933672067800669,689.395961971113,0.228929348155487,0.615611800842892,"Not_significant",-0.138771075062013,NA,NA,NA,0.248817461997856
"ENSG00000123106.10",1498.38826744101,0.225861719528363,0.726488802683642,"CCDC91","all genes",1932.59767450123,0.178011578749698,0.25237278546007,868.153914860345,0.4006682213924,0.145216401002542,"Not_significant",-0.138771075062013,NA,NA,NA,0.222656642642701
"ENSG00000128604.20",606.478555292739,-0.401653356329668,0.726488802683642,"IRF5","all genes",2027.63046899119,-0.360086138424568,0.00945808893599101,169.783940765663,-0.767914893880788,0.102751503431233,"RNA_down",-0.138771075062013,NA,0,0,-0.40782875545622
"ENSG00000131389.17",2596.78964233463,0.216654564246584,0.726488802683642,"SLC6A6","all genes",7341.41229317897,-0.205617287115573,0.063470521396198,921.388057978391,0.00721141993693876,0.992641712911192,"Not_significant",-0.138771075062013,NA,NA,NA,0.212828707052512
"ENSG00000135638.14",192.371838436173,-0.559560516942525,0.726488802683642,"EMX1","all genes",609.419568834418,-0.0590963821562691,0.888064217565499,58.7592656109084,-0.626124826352176,0.545981037127206,"Not_significant",-0.138771075062013,NA,NA,NA,-0.567028444195907
"ENSG00000167670.16",4811.97009490491,-0.204373224779021,0.726488802683642,"CHAF1A","all genes",13181.1702088164,0.265670407561279,0.00462449269957136,1766.90379970856,0.0577146647297221,0.931676982889447,"RNA_up",-0.138771075062013,NA,0,0,-0.207955742831557
"ENSG00000171877.21",342.676294964511,-0.390859786166971,0.726488802683642,"FRMD5","all genes",1029.92058531717,-0.0899446116699124,0.739023782802867,112.686058489719,-0.482579607818415,0.516994610618532,"Not_significant",-0.138771075062013,NA,NA,NA,-0.392634996148503
"ENSG00000176422.14",730.520472671104,0.326111277105132,0.726488802683642,"SPRYD4","all genes",2346.32472465884,0.529407215258726,8.76915715235609e-07,217.07079405093,0.85164164442629,0.0180378975169625,"RNA_up",-0.138771075062013,NA,0,0,0.322234429167564
"ENSG00000178163.8",1149.56028452332,0.309477119553572,0.726488802683642,"ZNF518B","all genes",2998.81577335486,-0.515212951575731,5.01517489502452e-07,444.879545958239,-0.208088881568337,0.732536502530474,"RNA_down",-0.138771075062013,NA,0,0,0.307124070007394
"ENSG00000182379.10",1129.06405088895,-0.37900428761235,0.726488802683642,"NXPH4","all genes",2394.65400824943,-0.109880175489301,0.617136519369085,518.536189726811,-0.492449692090272,0.197629824129553,"Not_significant",-0.138771075062013,NA,NA,NA,-0.382569516600971
"ENSG00000197332.9",192.536285397007,0.478877144706478,0.726488802683642,"AC008543.1","all genes",462.473125992404,-0.210120976071826,0.475551408013769,80.2547614966464,0.265165216914323,0.838064107200479,"Not_significant",-0.138771075062013,NA,NA,NA,0.475286192986149
"ENSG00000243244.6",725.58311994807,0.404171970849517,0.726488802683642,"STON1","all genes",1715.78622799275,-0.744559007954577,1.54202964743024e-09,306.889318453552,-0.344413246628418,0.552381340588996,"RNA_down",-0.138771075062013,NA,0,0,0.400145761326159
"ENSG00000272142.4",101.241826854528,-0.660904308803318,0.726488802683642,"AL359643.3","all genes",311.772978843639,0.3634897220529,0.210685695843195,32.1407888099022,-0.299365885540904,0.897583873711673,"Not_significant",-0.138771075062013,NA,NA,NA,-0.662855607593804
"ENSG00000134864.10",79.435454888662,-0.813190885047548,0.726827497353292,"GGACT","all genes",246.178015237148,0.764274689109495,0.00698039078390684,24.9538811078427,-0.0564567159310042,0.985972443364593,"RNA_up",-0.138568650815152,NA,0,0,-0.8207314050405
"ENSG00000187123.15",338.54318166004,-0.523675188173016,0.727069638920013,"LYPD6","all genes",1528.86675929045,-0.532947180519443,1.12272672688583e-05,36.4812295828348,-1.06826594039207,0.321196529350084,"RNA_down",-0.138423990309791,NA,0,0,-0.535318759872623
"ENSG00000116560.11",24210.5090830332,0.245691448428318,0.727153906213549,"SFPQ","all genes",37817.4471909909,-0.00679454220942274,0.976313713087686,13073.5596113152,0.237409473638184,0.444152528955803,"Not_significant",-0.138373658542366,NA,NA,NA,0.244204015847607
"ENSG00000070882.13",1190.30436469306,-0.259786767960927,0.727966139968985,"OSBPL3","all genes",2743.41293758908,0.216488453503244,0.0868398588680094,512.963775361669,-0.0458346449549689,0.957650568602641,"Not_significant",-0.137888820641104,NA,NA,NA,-0.262323098458213
"ENSG00000032444.16",742.770961005589,-0.282963212783821,0.728472848139022,"PNPLA6","all genes",2125.54171676996,-0.0971158226651175,0.609759405731695,260.010168928446,-0.384790860445828,0.439422476276936,"Not_significant",-0.137586630748005,NA,NA,NA,-0.287675037780711
"ENSG00000126602.11",21469.2169772181,0.168901613807822,0.728615565770139,"TRAP1","all genes",47731.9311075768,0.2243353727074,0.0232469921196048,9504.69647634585,0.389411174745829,0.0332219251703611,"Not_significant",-0.137501554949898,NA,NA,NA,0.165075802038429
"ENSG00000163104.17",2819.29358824373,0.256421863423974,0.728615565770139,"SMARCAD1","all genes",3500.03586879335,0.084170640602222,0.632893626177248,1653.51054254695,0.337800736576682,0.243171588823511,"Not_significant",-0.137501554949898,NA,NA,NA,0.25363009597446
"ENSG00000273314.1",231.266612475127,-0.510702652618454,0.728615565770139,"AC005229.4","all genes",709.980545011613,0.141664917836666,0.622131494634465,73.812163545631,-0.37455542662487,0.757892408646734,"Not_significant",-0.137501554949898,NA,NA,NA,-0.516220344461536
"ENSG00000108515.17",151.749403822993,0.743767978411908,0.728775128973308,"ENO3","all genes",632.490008082058,0.308383456247862,0.180253226441711,23.8488568859505,1.05618287877307,0.50301597351006,"Not_significant",-0.137406457020184,NA,NA,NA,0.747799422525211
"ENSG00000148408.13",188.975629068636,-0.511219770419877,0.729004573662165,"CACNA1B","all genes",613.767489468157,0.892784162128564,3.43228068738753e-08,55.1312993556526,0.377792863648218,0.792186571540577,"RNA_up",-0.137269746976937,NA,0,0,-0.514991298480346
"ENSG00000148303.17",17093.8311372225,0.232424637371231,0.729173730299987,"RPL7A","all genes",75943.1678430532,-0.0352682789016821,0.8477800971346,2012.14816266275,0.194228607575037,0.631490281224776,"Not_significant",-0.137168985918412,NA,NA,NA,0.229496886476719
"ENSG00000166949.16",1990.92792897463,-0.227974361048467,0.729173730299987,"SMAD3","all genes",6820.98210638348,-0.172219663594683,0.148346517155443,531.790074962994,-0.403774081177401,0.220914565710884,"Not_significant",-0.137168985918412,NA,NA,NA,-0.231554417582718
"ENSG00000178715.8",111.466581831907,-0.760688184791423,0.729196151007818,"AL450998.1","all genes",177.78550647092,0.505854358728771,0.161684845074341,59.6684071067901,-0.256651297864707,0.895336740273266,"Not_significant",-0.137155632392922,NA,NA,NA,-0.762505656593478
"ENSG00000229161.2",211.342693139574,0.66654861005723,0.729196151007818,"TCP1P1","all genes",28.1226066544772,-0.223602644291456,0.888821563406007,158.23240237448,0.446318550126695,0.469873575564788,"Not_significant",-0.137155632392922,NA,NA,NA,0.669921194418151
"ENSG00000110218.9",443.868291031242,-0.357088730824997,0.729334207274332,"PANX1","all genes",1146.30567091234,-0.312729755247923,0.0545151675255333,173.618543421243,-0.672003033331065,0.13867131754199,"Not_significant",-0.137073416654898,NA,NA,NA,-0.359273278083142
"ENSG00000134333.14",22491.9239046881,0.162698796448131,0.72994928689527,"LDHA","all genes",44592.4963858571,-0.00964077695715463,0.96588878475798,10758.1919365026,0.150310258266865,0.640579618243404,"Not_significant",-0.136707311368034,NA,NA,NA,0.159951035224019
"ENSG00000185043.12",2074.6268912462,-0.235059666030921,0.730192459667319,"CIB1","all genes",5803.05716343206,0.0894787333441318,0.60652820095458,744.85156031139,-0.148307715978013,0.780665299337037,"Not_significant",-0.136562656105249,NA,NA,NA,-0.237786449322145
"ENSG00000198160.14",1768.01227929243,0.268881024341546,0.730260020934968,"MIER1","all genes",3376.91179628014,0.0405507886951058,0.860763191907952,863.664742422914,0.306067265129533,0.380953806442624,"Not_significant",-0.136522474742089,NA,NA,NA,0.265516476434427
"ENSG00000083844.10",837.836708340495,0.331292509444944,0.730802015901308,"ZNF264","all genes",2763.9758795377,-0.391448733485681,0.00378172302651383,239.3578229762,-0.0637750748375229,0.951731099031421,"RNA_down",-0.136200263326059,NA,0,0,0.327673658648158
"ENSG00000089916.18",1302.77865792647,0.281318005676133,0.730802015901308,"GPATCH2L","all genes",4116.83425817563,-0.398318781486715,0.000127069588460085,398.709782590572,-0.119651366957342,0.885348096341761,"RNA_down",-0.136200263326059,NA,0,0,0.278667414529373
"ENSG00000109534.17",1755.17197173272,0.240984339515551,0.730802015901308,"GAR1","all genes",2589.48728362992,0.0214920257284393,0.942272511600916,969.697950139755,0.259850618069397,0.435592300066722,"Not_significant",-0.136200263326059,NA,NA,NA,0.238358592340958
"ENSG00000113068.10",2380.87266278363,0.3786235833121,0.730802015901308,"PFDN1","all genes",5157.58787948058,0.144173540345155,0.459490928033338,1074.11378057126,0.522834699408815,0.078835070343807,"Not_significant",-0.136200263326059,NA,NA,NA,0.37866115906366
"ENSG00000113649.11",8434.07240057294,0.197062133593606,0.730802015901308,"TCERG1","all genes",13200.6397675574,-0.101798270848072,0.460627110838574,4550.14646963998,0.0917013064020643,0.845448048268563,"Not_significant",-0.136200263326059,NA,NA,NA,0.193499577250136
"ENSG00000129055.12",1266.53218341546,0.264202781896948,0.730802015901308,"ANAPC13","all genes",3557.54656801335,-0.0126990944435133,0.962760648548946,452.084657376168,0.249116142020116,0.617204588398718,"Not_significant",-0.136200263326059,NA,NA,NA,0.26181523646363
"ENSG00000142396.10",1429.76026197773,0.299568652176448,0.730802015901308,"ERVK3-1","all genes",3215.67952801673,-0.021605778856438,0.946110721797538,627.646354477717,0.275375812006828,0.486386885336782,"Not_significant",-0.136200263326059,NA,NA,NA,0.296981590863266
"ENSG00000143384.13",4875.49710054142,0.260717275305762,0.730802015901308,"MCL1","all genes",12997.7977499811,-0.0615327081894519,0.738345760871622,1843.69183212317,0.197515635943595,0.628414635675006,"Not_significant",-0.136200263326059,NA,NA,NA,0.259048344133047
"ENSG00000167470.12",3589.05624926534,-0.345876748929698,0.730802015901308,"MIDN","all genes",9937.207975197,-0.342441837896943,0.000262964004888066,1307.2047222978,-0.690204786657731,0.00936289856755716,"RNA_down",-0.136200263326059,NA,0,0,-0.347762948760788
"ENSG00000167619.13",266.83921704763,-0.538916591251443,0.730802015901308,"TMEM145","all genes",834.650296226807,1.66735954813679,3.49242679546638e-30,82.3744199124795,1.12215499164026,0.0617044616016458,"RNA_up",-0.136200263326059,"TMEM145",0,0,-0.545204556496524
"ENSG00000172888.12",1118.5170917097,0.391196491407783,0.730802015901308,"ZNF621","all genes",5306.44115263414,-0.105086697336801,0.576389494722166,81.9756077776675,0.284947974505277,0.821697010358504,"Not_significant",-0.136200263326059,NA,NA,NA,0.390034671842077
"ENSG00000179010.14",9950.60135818468,0.226416143510619,0.730802015901308,"MRFAP1","all genes",31692.0515235239,0.142992185162595,0.271818296538648,3002.75631343446,0.366549948265282,0.115267647325107,"Not_significant",-0.136200263326059,NA,NA,NA,0.223557763102687
"ENSG00000184445.12",5868.43518398027,0.210678608719335,0.730802015901308,"KNTC1","all genes",9882.49349582982,-0.0502060522149848,0.780467391953344,3063.01564766783,0.156641936006324,0.684110951049962,"Not_significant",-0.136200263326059,NA,NA,NA,0.206847988221309
"ENSG00000204371.11",3478.92128350438,0.231339743310595,0.730802015901308,"EHMT2","all genes",8739.93119459157,0.123737720579459,0.338360336813429,1393.43223123497,0.35231388743442,0.21893549465279,"Not_significant",-0.136200263326059,NA,NA,NA,0.228576166854961
"ENSG00000285238.2",19681.7892330484,0.228878634406647,0.730802015901308,"AC006064.6","all genes",34021.683453461,-0.0230188165991803,0.912589188713389,10145.5387504929,0.20124676961369,0.534706663089769,"Not_significant",-0.136200263326059,NA,NA,NA,0.224265586212871
"ENSG00000285547.1",869.771093615719,-0.249058698520692,0.731270400571196,"AL133500.1","all genes",1736.7362436528,0.0649149751303764,0.784309068963646,414.54125718672,-0.187288344848461,0.752960523172968,"Not_significant",-0.135922005037061,NA,NA,NA,-0.252203319978837
"ENSG00000015676.18",3704.47841756406,0.184637654095139,0.731810003221757,"NUDCD3","all genes",11496.1920009598,0.0242955184002604,0.904688652996335,1162.66254275973,0.206038865155965,0.574883459992703,"Not_significant",-0.135601658371797,NA,NA,NA,0.181743346755705
"ENSG00000072864.15",1717.28537417004,0.233204423504826,0.731810003221757,"NDE1","all genes",4490.90199237676,-0.161932939784677,0.193663292598295,662.34856119409,0.0681257847987131,0.9330006705194,"Not_significant",-0.135601658371797,NA,NA,NA,0.23005872458339
"ENSG00000076003.5",10341.0969865843,0.192256081593433,0.731810003221757,"MCM6","all genes",13986.7298359789,-0.00863509412445601,0.969839119741966,5900.09184608978,0.180837273265879,0.575723563722658,"Not_significant",-0.135601658371797,NA,NA,NA,0.189472367390335
"ENSG00000160818.16",2760.26111146381,0.338261162909227,0.731810003221757,"GPATCH4","all genes",5622.11877868601,0.143047708571301,0.476637358886237,1296.22517693038,0.478395930985737,0.0533953152891365,"Not_significant",-0.135601658371797,NA,NA,NA,0.335348222414436
"ENSG00000169045.17",20490.3630486367,0.207573875011103,0.731810003221757,"HNRNPH1","all genes",32186.9931343554,-0.143750675612671,0.270816765328062,11041.7860908589,0.0618001175996074,0.913195938444904,"Not_significant",-0.135601658371797,NA,NA,NA,0.205550793212278
"ENSG00000169231.13",246.362630840919,0.52018575397565,0.731810003221757,"THBS3","all genes",1005.03842778951,0.0446127961785202,0.893513708820562,42.0532465997033,0.562024261754674,0.680079527217959,"Not_significant",-0.135601658371797,NA,NA,NA,0.517411465576154
"ENSG00000185561.10",269.428688023331,-0.558944351051828,0.731810003221757,"TLCD2","all genes",1082.56135791619,-0.0229487762906317,0.957161293785873,48.5695175690554,-0.590294996591322,0.631490281224776,"Not_significant",-0.135601658371797,NA,NA,NA,-0.56734622030069
"ENSG00000198841.4",854.07055609551,0.354532083151683,0.731810003221757,"KTI12","all genes",1997.21539864463,-0.0511303553956646,0.846737705054843,364.121576264437,0.300622069466015,0.593520507530837,"Not_significant",-0.135601658371797,NA,NA,NA,0.35175242486168
"ENSG00000050130.18",927.123451677113,-0.274790608867514,0.732585954254894,"JKAMP","all genes",2113.62600555362,-0.0375529368113729,0.886589237160402,403.370855102474,-0.314571668884658,0.474753474529203,"Not_significant",-0.135141412245416,NA,NA,NA,-0.277018732073285
"ENSG00000110422.12",1069.7655303818,-0.296608173513355,0.732585954254894,"HIPK3","all genes",3372.220693937,-0.00971392197920369,0.974525449584703,328.330107968863,-0.308153017618412,0.541092692925097,"Not_significant",-0.135141412245416,NA,NA,NA,-0.298439095639208
"ENSG00000137807.15",7913.97445436486,0.183502189453992,0.732585954254894,"KIF23","all genes",10508.7091589094,-0.102954685748896,0.431532691357075,4545.14460916501,0.0771638626804903,0.884204941670275,"Not_significant",-0.135141412245416,NA,NA,NA,0.180118548429386
"ENSG00000152818.18",5124.42767621135,0.224352101979701,0.732585954254894,"UTRN","all genes",5824.34026115288,0.158676564823579,0.23221938479233,3083.91001271916,0.378953878625692,0.0795890627170058,"Not_significant",-0.135141412245416,NA,NA,NA,0.220277313802113
"ENSG00000156802.13",6539.43019150452,0.249880302150535,0.732585954254894,"ATAD2","all genes",7929.0758073156,0.109053702816902,0.425055551530954,3862.89656671876,0.35409135263344,0.166227106388296,"Not_significant",-0.135141412245416,NA,NA,NA,0.245037649816538
"ENSG00000163510.14",1852.73504813479,0.257314489317153,0.732585954254894,"CWC22","all genes",1772.97001835149,0.0709405564601534,0.776897615847434,1163.90347736584,0.325271414301813,0.276792380401506,"Not_significant",-0.135141412245416,NA,NA,NA,0.25433085784166
"ENSG00000166025.18",3703.60968058008,0.263517361545351,0.732585954254894,"AMOTL1","all genes",11483.8347921875,-0.347899017112834,0.000166807376419199,1165.42703559462,-0.088305813230128,0.898495157731194,"RNA_down",-0.135141412245416,NA,0,0,0.259593203882706
"ENSG00000176953.12",2450.97638790388,0.212776689659205,0.732585954254894,"NFATC2IP","all genes",8287.51372502314,-0.0653012075510011,0.696973302083326,669.696087958005,0.144280130002948,0.798246628759835,"Not_significant",-0.135141412245416,NA,NA,NA,0.209581337553949
"ENSG00000258555.6",2155.89621695018,0.248708682810313,0.732585954254894,"SPECC1L-ADORA2A","all genes",3755.72306467543,0.245718580139627,0.0304611450225587,1105.55618806208,0.49089058134952,0.0411189813626706,"Not_significant",-0.135141412245416,NA,NA,NA,0.245172001209893
"ENSG00000075239.14",9589.35786634913,0.229643612256068,0.732682542816708,"ACAT1","all genes",11588.6495803525,-0.0181230591611337,0.93417860855619,5672.29810332775,0.207155308035493,0.528067325949201,"Not_significant",-0.135084156009368,NA,NA,NA,0.225278367196627
"ENSG00000134762.17",2602.82089616688,0.211349352859614,0.732682542816708,"DSC3","all genes",3596.23097247541,-0.0151419076425858,0.953149811259971,1473.92139710081,0.193159330549964,0.609026123955353,"Not_significant",-0.135084156009368,NA,NA,NA,0.20830123819255
"ENSG00000144228.9",343.955264273302,-0.442758415672605,0.732682542816708,"SPOPL","all genes",1254.06068324862,-0.685372227701773,5.20630176347122e-08,81.0558931110944,-1.13417577269582,0.0499370418207136,"RNA_down",-0.135084156009368,NA,0,0,-0.448803544994049
