"","baseMean_riborna","log2FoldChange_riborna","padj_riborna","symb","biotype","baseMean_rna","log2FoldChange_rna","padj_rna","baseMean_ribo","log2FoldChange_ribo","padj_ribo","tx_type","log10_padj_riborna","symb_deplot","nudgey","nudgex","log10_padj_riborna_flat"
"ENSG00000101945.16",88.1294652932359,0.0707932600424338,1,"SUV39H1","all genes",273.047085538056,-0.0644869969296402,0.99992408498771,28.7491129960345,0.00142365265826833,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000101955.15",226.672279774836,-0.193601162135401,1,"SRPX","all genes",363.397438164838,0.205962963084771,0.99992408498771,105.013544547412,0.00633461953202037,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000101966.12",244.031538580009,0.0111285636501804,1,"XIAP","all genes",1117.17355671441,0.111944067981298,0.99992408498771,46.5617207219282,0.131935126041846,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000101972.18",506.455513937336,-0.159125194220154,1,"STAG2","all genes",2150.10342537153,0.104037629239856,0.99992408498771,112.090953740025,-0.0837333871468095,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000101997.13",66.9611387294092,0.212650054675423,1,"CCDC22","all genes",111.01526037081,0.0192692824374121,0.99992408498771,30.6945434549872,0.217578461142716,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102007.11",1243.45959094903,0.107632748523539,1,"PLP2","all genes",2403.3459587906,-0.0162340312509817,0.99992408498771,538.523522344547,0.089268599766968,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102024.18",371.897744374364,0.0974227645029201,1,"PLS3","all genes",1167.05116625437,-0.103851794032175,0.99992408498771,120.045996975006,-0.0166699987554996,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102030.16",311.523974991468,0.0740187681123142,1,"NAA10","all genes",620.752336384344,-0.00498612829090317,0.99992408498771,133.21855185447,0.0633972719540979,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102034.16",230.113726575973,0.0343544856653351,1,"ELF4","all genes",1064.47324305094,-0.138240395234169,0.99992408498771,42.9143341085616,-0.122999843314824,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102038.15",243.726494139079,0.0839328181848333,1,"SMARCA1","all genes",647.24489430379,0.126616509194534,0.99992408498771,89.3990099681898,0.215463537667519,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102054.17",599.297928679565,-0.142807276718365,1,"RBBP7","all genes",1500.55964294265,0.101811553630913,0.99992408498771,228.191251755527,-0.0425545344843619,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102081.14",192.572058986528,-0.266261956388017,1,"FMR1","all genes",612.560434899057,0.179433567811423,0.99992408498771,61.3771595342334,-0.078442363666281,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102096.9",90.1217434945485,-0.398476620606979,1,"PIM2","all genes",261.125044141951,0.139005484070081,0.99992408498771,31.0720028671859,-0.26801009942811,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102100.16",211.760299104435,0.0256406952707693,1,"SLC35A2","all genes",547.69461793917,-0.023162075338504,0.99992408498771,79.036614098156,0.0339242645379532,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102103.16",220.103180199576,-0.235417171122961,1,"PQBP1","all genes",353.510285373585,-0.0870303860621349,0.99992408498771,101.898953759827,-0.319164052095937,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102119.11",412.144878435004,0.0679422227148177,1,"EMD","all genes",616.977944670358,0.0800973092469749,0.99992408498771,194.923369758127,0.158317147398255,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102144.15",1427.10441571095,-0.0235310673118424,1,"PGK1","all genes",3885.98485395845,0.0381066504726855,0.99992408498771,514.785257627155,0.0138500166258626,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102158.19",370.544357981883,0.179844152592475,1,"MAGT1","all genes",1363.36889808032,-0.00683216687847881,0.99992408498771,101.202015161417,0.166270578129517,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102172.16",361.763386526396,0.220573979735059,1,"SMS","all genes",1525.6657801656,0.0667417916638978,0.99992408498771,80.984579413724,0.272800057965248,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102178.13",171.971179945856,0.0580835123074436,1,"UBL4A","all genes",782.31218025389,-0.00923515477000766,0.99992408498771,33.2831363000419,0.0403505366779258,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102189.17",144.790704371635,-0.0768483237806435,1,"EEA1","all genes",476.749560179381,-0.0836793857665921,0.99992408498771,44.6502806903518,-0.153939702520286,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102221.14",128.269997982565,0.258729602249447,1,"JADE3","all genes",481.303668097463,-0.0483864296944863,0.99992408498771,34.1800012188328,0.245972563832659,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102225.16",353.698786263474,0.158120158352308,1,"CDK16","all genes",1402.72763578743,0.0880248411580631,0.99992408498771,87.3001379686797,0.246121774243887,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102226.10",459.657769222525,0.0651943843487001,1,"USP11","all genes",817.189959248616,-0.0543977633779016,0.99992408498771,205.599538346634,0.00567133532532966,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102241.12",389.202794021025,-0.0903438408782714,1,"HTATSF1","all genes",1237.62563839271,0.0453401119957796,0.99992408498771,124.086448445323,-0.0501858658886391,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102265.12",1345.41387444356,0.0595176811233081,1,"TIMP1","all genes",1608.37973778007,0.0126236269976457,0.99992408498771,673.537183671212,0.0749318270309337,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102316.17",286.545955734906,-0.0691384360215897,1,"MAGED2","all genes",532.459937988711,0.0486264533443007,0.99992408498771,126.057804549359,-0.0210537421160296,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102317.18",867.055913080103,-0.0982482624919858,1,"RBM3","all genes",2167.63746339102,0.0805741743688533,0.99992408498771,330.484700846165,-0.0196663853294189,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102384.13",68.088448606429,0.503284255688281,1,"CENPI","all genes",212.63636318497,-0.0953658681263524,0.99992408498771,22.0798470433335,0.40879771350438,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102390.11",79.4680982870277,0.041737358928127,1,"PBDC1","all genes",141.705404480515,-0.183743712021147,0.99992408498771,35.5053527362672,-0.144510044456014,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102393.11",152.791498171272,0.140726803546891,1,"GLA","all genes",343.163378757911,-0.0177975815792668,0.99992408498771,61.7809568748247,0.115930046275589,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102401.20",137.874630131755,0.1049651844101,1,"ARMCX3","all genes",380.44006542982,0.0375097633937005,0.99992408498771,49.2694763015775,0.122932095571649,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102471.14",302.900818255516,0.139079275127337,1,"NDFIP2","all genes",880.693855254015,-0.0551167344804015,0.99992408498771,104.133242021828,0.100159451771456,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102554.14",245.687840754722,0.00801819923630712,1,"KLF5","all genes",706.362530747355,-0.0418758006902513,0.99992408498771,85.1877000069643,-0.0186273185277514,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102572.14",703.189294263404,0.123214956412516,1,"STK24","all genes",3088.07944754984,-0.0397554464298578,0.99992408498771,146.203159527588,0.0814409544215594,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102580.15",568.117273932251,-0.170986864732086,1,"DNAJC3","all genes",2380.16701255868,0.00852730194359762,0.99992408498771,128.593135276653,-0.152287248110661,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102595.20",124.628600396913,-0.299492667470528,1,"UGGT2","all genes",482.396754181272,0.047990384735705,0.99992408498771,31.8712738142242,-0.257826137442762,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102606.18",203.424400654372,0.0200133612428927,1,"ARHGEF7","all genes",514.060800968727,-0.0128281056541861,0.99992408498771,77.0204940510651,-0.00336499129279223,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102699.6",494.981399244345,-0.0575963151377365,1,"PARP4","all genes",1420.67207051811,0.0364120662918546,0.99992408498771,171.859694193244,-0.0329389871287365,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102710.20",251.421739149116,0.127318064212337,1,"SUPT20H","all genes",1000.16453585096,0.0234611502731562,0.99992408498771,61.7960769707935,0.164322258959011,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102738.8",129.554455507202,0.0253629768565729,1,"MRPS31","all genes",348.58946073381,-0.0365804094846898,0.99992408498771,47.1188662103654,-0.0221856341131175,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102743.15",107.705277217838,-0.225640613724876,1,"SLC25A15","all genes",478.82260384247,-0.186850604246973,0.99992408498771,21.866644283199,-0.413490175803996,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102763.18",79.0839574954301,0.160224493955852,1,"VWA8","all genes",297.659918783135,-0.125112053912164,0.99992408498771,20.9964874587967,0.0466332129828185,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102786.15",362.594852502168,0.0443440850143923,1,"INTS6","all genes",1666.6297228934,0.014050512064957,0.99992408498771,68.5702702855587,0.0797564680958382,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102805.15",92.5370135052291,-0.0359897213104241,1,"CLN5","all genes",323.186204862227,0.0115673735935103,0.99992408498771,26.8618365812504,-0.00422915041424715,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102854.16",112.960831415347,-0.141675277906414,1,"MSLN","all genes",151.929851985579,0.150518782906218,0.99992408498771,54.9933625346134,0.0409444191444094,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102858.13",234.691495048368,0.205240729882484,1,"MGRN1","all genes",538.593261177363,-0.0661168867423839,0.99992408498771,93.8579248787507,0.122979133422806,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102870.6",222.755472859406,-0.149168887069437,1,"ZNF629","all genes",769.696757798828,0.0186309376666831,0.99992408498771,65.3993792947927,-0.14608015531311,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102871.16",59.3231481107158,-0.0137311410935924,1,"TRADD","all genes",157.211178440779,0.0491353248602886,0.99992408498771,21.803741400718,0.00842802450869017,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102882.12",138.444646432598,0.230738748336604,1,"MAPK3","all genes",321.696378407603,-0.0258426893834284,0.99992408498771,54.982846667436,0.218820137725192,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102890.16",89.3042249005962,0.314685574362654,1,"ELMO3","all genes",148.457053547203,0.00932782703130031,0.99992408498771,40.8852253193336,0.291124546378855,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102893.16",104.139175203973,-0.109345765858563,1,"PHKB","all genes",473.692557240953,-0.0393128825649736,0.99992408498771,20.1568912383551,-0.128458779603436,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102897.10",99.3852029632429,0.218187176494722,1,"LYRM1","all genes",410.440418464267,-0.00537238268161463,0.99992408498771,23.047505127747,0.244844870788566,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102898.12",468.774522570439,-0.0558867703155603,1,"NUTF2","all genes",1294.70875580694,0.0638619391179628,0.99992408498771,167.411099483016,4.12090602018274e-05,0.999815952207113,"Not_significant",0,NA,NA,NA,0
"ENSG00000102900.13",609.935935511538,0.0855300900588214,1,"NUP93","all genes",1411.76623818198,-0.0585904625926341,0.99992408498771,242.82160741065,0.0257166456454808,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102901.13",128.02136955031,-0.0717098486808743,1,"CENPT","all genes",341.786336562966,0.0670886006646274,0.99992408498771,46.8266916228804,-0.00291554862087122,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102910.14",390.264823575831,0.0410878986273859,1,"LONP2","all genes",1201.88514550859,-0.0369252954927472,0.99992408498771,128.044023781834,-0.0119513019571239,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102921.8",187.833901598172,0.350737635130401,1,"N4BP1","all genes",824.115045494823,-0.0698551823764437,0.99992408498771,39.119202179014,0.304772257576406,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102931.8",257.950116781393,0.190530639916636,1,"ARL2BP","all genes",1230.37473669242,-0.0226078846408624,0.99992408498771,44.6803361397764,0.207860897566262,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102967.12",79.3798202102758,-0.345658611874265,1,"DHODH","all genes",267.471814231652,-0.0382480302898947,0.99992408498771,23.9509209875446,-0.41723268102908,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102974.16",374.314736292865,0.0905455350637429,1,"CTCF","all genes",1040.52417140715,0.0715284274393389,0.99992408498771,133.064667981488,0.156810896440319,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102977.16",190.515849296957,-0.148846806730199,1,"ACD","all genes",466.780317046132,0.229355605662467,0.99992408498771,73.4798376420161,0.0676962580376579,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102978.13",557.753078619714,0.0276157479225793,1,"POLR2C","all genes",1886.7226046442,-0.0346117197656797,0.99992408498771,167.48731005682,-0.00494735179813954,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000102996.5",200.343436356544,0.0848904234531771,1,"MMP15","all genes",502.090175025906,0.142799614731337,0.99992408498771,76.2334286149923,0.232331997192409,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103005.12",131.046737762605,0.293185873578573,1,"USB1","all genes",213.543901974659,-0.155788550956161,0.99992408498771,60.3916412679989,0.13923940059663,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103018.17",1585.5100934326,0.0284827732375987,1,"CYB5B","all genes",5135.09648732455,0.135706351739962,0.99992408498771,496.994836756722,0.16642303881086,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103024.7",128.659719454773,-0.187369296061335,1,"NME3","all genes",188.873367300537,0.179200594087027,0.99992408498771,61.2047863615826,0.00717336093228498,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103042.9",66.4814518927623,0.144490395660137,1,"SLC38A7","all genes",168.444942889152,0.034752795095963,0.99992408498771,25.1422056684985,0.199599066380551,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103043.15",246.98492890481,-0.0825147680802566,1,"VAC14","all genes",877.332151150805,-0.00591149309041056,0.99992408498771,70.3345832953664,-0.0962316063770136,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103044.11",97.2539528847413,0.258183148864642,1,"HAS3","all genes",217.34279110739,-0.0786497177124227,0.99992408498771,39.4223356470712,0.196415846107524,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103051.19",265.66391272676,0.0268482438381845,1,"COG4","all genes",1080.17677030991,-0.0421659392674105,0.99992408498771,63.1548627037443,-0.0138428086105502,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103066.13",58.3588618312994,-0.262345818934163,1,"PLA2G15","all genes",165.763562923608,0.115429170705358,0.99992408498771,20.4305662828095,-0.144915353722496,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103067.14",117.489024512663,-0.315075403597089,1,"ESRP2","all genes",298.269730669061,0.083851308360261,0.99992408498771,44.360835945357,-0.246146676414477,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103111.15",121.172199873789,-0.088824321496442,1,"MON1B","all genes",462.948179889326,-0.0692089305674508,0.99992408498771,31.5312660638732,-0.176757224651429,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103121.9",198.388015989763,-0.232493135708018,1,"CMC2","all genes",528.363021994854,0.15389089895141,0.99992408498771,72.6402516649364,-0.0859642629935592,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103126.15",139.722668785801,0.439131541694177,1,"AXIN1","all genes",708.962252657259,0.0300330466906175,0.99992408498771,20.3171821823819,0.532033151726734,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103145.10",147.511053134374,-0.139713848787341,1,"HCFC1R1","all genes",282.552280630554,0.325601638416248,0.99992408498771,64.1080904297524,0.198275152363642,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103148.16",92.7416448930916,0.252951953642539,1,"NPRL3","all genes",90.1711974545962,-0.144285629025649,0.99992408498771,48.3411435843428,0.0941236668067519,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103152.11",99.3521333208885,0.0485289948195353,1,"MPG","all genes",243.403841786392,0.100220347024891,0.99992408498771,38.318210858102,0.180734965459212,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103160.12",212.972943794628,-0.0485040011001538,1,"HSDL1","all genes",718.975882421425,0.036845489187614,0.99992408498771,64.079291173113,-0.00100452006064112,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103168.16",221.779913764642,-0.205054056192795,1,"TAF1C","all genes",739.203852979147,0.0190172113151464,0.99992408498771,67.6117894071578,-0.181598709595567,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103174.13",102.132653423632,-0.190609338084756,1,"NAGPA","all genes",268.671314519476,0.00667160451719858,0.99992408498771,37.7083491618128,-0.198135134021968,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103194.15",625.703953630075,0.111891723198953,1,"USP10","all genes",2643.51211198272,-0.0703377819082162,0.99992408498771,139.631982457814,0.040381799222604,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103197.18",285.864533484003,0.143416743279503,1,"TSC2","all genes",742.244057877198,0.0303981665049287,0.99992408498771,106.419515881568,0.162338612526027,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103222.19",359.471452213278,0.0621390006321186,1,"ABCC1","all genes",667.31816485411,0.0274077851692831,0.99992408498771,158.202269421196,0.0824325866157487,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103227.18",53.3477653965806,0.143567637956577,1,"LMF1","all genes",86.8285707695401,-0.153042807421525,0.99992408498771,24.584906167634,-0.0355303411566324,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103249.18",257.432154520163,0.167267842631464,1,"CLCN7","all genes",776.133584237134,0.0372946484326967,0.99992408498771,85.9644758133046,0.22134198944077,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103253.18",80.4276544741169,-0.164382780292918,1,"HAGHL","all genes",173.069307850618,0.13905297041918,0.99992408498771,33.2255070566775,-0.0268256330116358,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103254.10",82.0243350121714,0.0103460761421554,1,"ANTKMT","all genes",113.544717170638,0.245580358702107,0.99992408498771,39.642903208573,0.253905848453343,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103264.18",156.549090484745,-0.199175955377961,1,"FBXO31","all genes",585.965821173669,-0.10787372153994,0.99992408498771,41.8281731374868,-0.319231876245138,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103266.11",255.501638313903,0.135693497168364,1,"STUB1","all genes",750.827818970131,0.0264929735296831,0.99992408498771,87.112283474075,0.167650817199562,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103274.11",133.967328395539,0.13135427978931,1,"NUBP1","all genes",332.654464057569,0.0306968829728151,0.99992408498771,51.252533602499,0.157304490913331,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103319.12",151.028683964277,-0.127195341359619,1,"EEF2K","all genes",392.371636903013,0.0306391478869862,0.99992408498771,56.20162199298,-0.0883941878245057,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103326.12",116.688002994505,-0.239599998889714,1,"CAPN15","all genes",495.318776529148,0.0439932101994785,0.99992408498771,25.8188022701169,-0.17943700406763,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103335.22",1020.6237503113,0.0152262251084521,1,"PIEZO1","all genes",4476.47825986822,-0.12611051058283,0.99992408498771,212.747368613141,-0.10271439651883,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103342.13",744.341953947192,0.0929789598182505,1,"GSPT1","all genes",2014.30042068134,-0.099860631294641,0.99992408498771,269.638504246344,-0.00840521910720702,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103343.13",61.3927799381482,-0.422480953200211,1,"ZNF174","all genes",183.172586835916,0.0739567962045085,0.99992408498771,20.6882037934501,-0.330410021078933,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103351.13",82.7454535171915,-0.0404645503696814,1,"CLUAP1","all genes",243.662171857963,0.161468835787424,0.99992408498771,28.162426615615,0.112620291483842,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103353.16",475.467702978255,-0.171287281013237,1,"UBFD1","all genes",2045.65346437794,-0.0419949274178439,0.99992408498771,102.727662643744,-0.199836114945585,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103356.16",174.143628156719,-0.0997064844641954,1,"EARS2","all genes",675.186467090741,-0.0576212190869952,0.99992408498771,44.4036020602833,-0.143535506137474,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103363.14",1158.52160334773,0.0866113564413131,1,"ELOB","all genes",2627.29010312976,0.0234869144648396,0.99992408498771,466.141289339168,0.113248886402017,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103365.15",226.232780258301,-0.00247233488311537,1,"GGA2","all genes",671.026697953765,0.0373471892093166,0.99992408498771,76.5520741350891,0.0317673989467771,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103381.12",66.5631274681114,-0.0769944240953363,1,"CPPED1","all genes",125.131717728248,-0.0191016797587343,0.99992408498771,29.1479346384875,-0.0779343281958323,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103415.12",197.271140988065,-0.270542720435962,1,"HMOX2","all genes",534.358911945563,0.0415520676039269,0.99992408498771,71.4244829551671,-0.21005990096478,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103423.14",459.066331152529,0.168551136224108,1,"DNAJA3","all genes",1652.34438164228,-0.111106003567974,0.99992408498771,128.743795699322,0.0495542936918992,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103426.12",170.306608020591,0.308469289886664,1,"CORO7-PAM16","all genes",298.194647506649,-0.0762845625102559,0.99992408498771,76.5954475191992,0.252983629835457,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103429.11",208.203773591387,-0.0158990914485561,1,"BFAR","all genes",920.252598407365,-0.118776164214811,0.99992408498771,42.7347305007026,-0.124188495049114,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103495.14",749.957478272376,-0.12167388512703,1,"MAZ","all genes",2913.28368840252,0.0417866327538025,0.99992408498771,190.727778381529,-0.0803919412308392,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103496.15",62.2832367977388,-0.252453424294936,1,"STX4","all genes",108.965827601719,-0.356348497199418,0.99992408498771,28.0297810095756,-0.655542031589473,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103502.14",254.018776497435,0.110215556494152,1,"CDIPT","all genes",676.424545648342,-0.0647424862809025,0.99992408498771,93.0128076726427,0.0544615152017756,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103507.14",130.089266685821,0.105089047441646,1,"BCKDK","all genes",297.901026372736,0.0750990288431268,0.99992408498771,52.0587883191658,0.179354634407131,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103510.20",147.995395529917,0.160392706933953,1,"KAT8","all genes",396.065607977705,-0.00933574735125844,0.99992408498771,54.0008816664443,0.166678962601739,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103540.16",114.867604824306,-0.505582350933919,1,"CCP110","all genes",530.284269850848,0.158078366421298,0.99992408498771,21.5201987317176,-0.395206153811513,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103544.15",93.1601129414242,0.284848274821297,1,"VPS35L","all genes",258.859911654759,-0.0638181286131454,0.99992408498771,33.1287167019236,0.21169434202236,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103549.21",770.795456968876,0.179511295711633,1,"RNF40","all genes",3261.79313281874,-0.105894502024606,0.99992408498771,171.535053263031,0.0760658763831572,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103550.14",108.766307671894,-0.0961913999846993,1,"KNOP1","all genes",386.440307010204,0.0861433292914268,0.99992408498771,30.978559867468,-0.0385432134735921,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103591.13",356.765853756403,0.253254563812716,1,"AAGAB","all genes",1409.53603689182,-0.0239736654179184,0.99992408498771,88.5668296064394,0.237814990868267,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103653.16",281.703769810803,0.224226296683169,1,"CSK","all genes",495.278206394107,0.0614701143714104,0.99992408498771,126.480873638924,0.286798314605936,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103657.14",215.153683821591,0.0513428350772734,1,"HERC1","all genes",839.717255380495,-0.172254226231006,0.99992408498771,54.3603875041105,-0.118723746243773,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103671.10",115.342741236852,0.109981870212211,1,"TRIP4","all genes",273.703085695761,0.069624053759535,0.99992408498771,45.2943904039289,0.167154556118104,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103707.10",96.5671673138102,0.0492188476333392,1,"MTFMT","all genes",343.576863310335,0.0992232382464153,0.99992408498771,27.4347415268661,0.181908924564116,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103769.10",577.757536964016,0.0834300605297246,1,"RAB11A","all genes",1521.96466135616,0.0450765838469955,0.99992408498771,213.125385381065,0.1197934166497,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103811.16",120.769585803624,-0.137776131683276,1,"CTSH","all genes",335.404270948503,0.0491027955708423,0.99992408498771,42.9588308407235,-0.0845758916068522,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103855.18",174.555206710904,0.178956481952541,1,"CD276","all genes",593.547036028587,-0.00280498948792755,0.99992408498771,52.1371615992687,0.188487060742992,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103876.12",68.5206878699954,0.116307678295515,1,"FAH","all genes",136.501926592685,0.113082168402439,0.99992408498771,29.2999856201005,0.214994134385685,0.999476973742387,"Not_significant",0,NA,NA,NA,0
"ENSG00000103932.12",152.389415881704,-0.0586699810352664,1,"RPAP1","all genes",438.080290020126,-0.082319602704605,0.99992408498771,52.834976662076,-0.148596191393819,0.999476973742387,"Not_significant",0,NA,NA,NA,0
